date,heure,symbol,direction,volume,prix_entree,prix_sortie,sl,tp,pnl,pnl_%_equity,equity_apres_trade,confiance_ia,setup,commentaire
2025-11-20,07:18:55,EURUSD,buy,1.58,1.15201,1.15201,1.15176,1.15251,0,0,198662.62,0.80,entry_sf_ia7,""
2025-11-20,07:18:56,GBPUSD,buy,0.25,1.30636,1.30636,1.30606,1.30696,0,0,198662.62,0.85,entry_sf_ia7,""
2025-11-20,08:00:28,EURUSD,buy,1.58,1.15202,1.15202,1.15177,1.15252,0,0,198492.67,0.80,entry_sf_ia7,""
2025-11-20,08:00:28,GBPUSD,buy,0.20,1.30662,1.30662,1.30639,1.30708,0,0,198492.67,0.80,entry_sf_ia7,""
2025-11-20,08:00:30,AUDUSD,sell,0.25,0.64767,0.64767,0.64780,0.64741,0,0,198492.67,0.85,entry_sf_ia7,""
2025-11-20,08:00:30,NZDUSD,sell,0.50,0.56083,0.56083,0.56095,0.56059,0,0,198492.67,0.90,entry_sf_ia7,""
2025-11-20,08:00:31,USDCHF,sell,0.20,0.80623,0.80623,0.80639,0.80591,0,0,198492.67,0.80,entry_sf_ia7,""
2025-11-20,08:00:32,EURGBP,sell,0.20,0.88163,0.88163,0.88180,0.88129,0,0,198492.67,0.80,entry_sf_ia7,""
2025-11-20,08:00:32,EURAUD,buy,0.20,1.77858,1.77858,1.77810,1.77954,0,0,198492.67,0.80,entry_sf_ia7,""
2025-11-20,08:00:33,EURNZD,buy,0.25,2.05394,2.05394,2.05342,2.05498,0,0,198492.67,0.85,entry_sf_ia7,""
2025-11-20,08:00:34,AUDNZD,buy,3.96,1.15498,1.15498,1.15479,1.15536,0,0,198492.67,0.90,entry_sf_ia7,""
2025-11-20,08:00:36,XAUUSD,sell,0.79,4060.50000,4060.50000,4063.50000,4054.50000,0,0,198492.67,0.80,entry_sf_ia7,""
2025-11-20,08:00:36,US500.cash,buy,0.15,6722.67000,6722.67000,6722.52000,6722.97000,0,0,198492.67,0.80,entry_sf_ia7,""
2025-11-20,08:00:36,XAGUSD,sell,0.20,51.05700,51.05700,51.12200,50.92700,0,0,198492.67,0.80,entry_sf_ia7,""
2025-11-20,08:00:39,ETHUSD,sell,0.59,3035.71000,3035.71000,3039.81000,3027.51000,0,0,198492.67,0.80,entry_sf_ia7,""
2025-11-20,08:00:39,US100.cash,sell,0.20,25061.35000,25061.35000,25076.39000,25031.27000,0,0,198492.67,0.80,entry_sf_ia7,""
2025-11-20,08:00:40,US30.cash,sell,0.20,46406.11000,46406.11000,46421.01000,46376.31000,0,0,198492.67,0.80,entry_sf_ia7,""
2025-11-20,08:00:40,JP225.cash,sell,0.99,49792.83000,49792.83000,49827.26000,49723.97000,0,0,198492.67,0.80,entry_sf_ia7,""
2025-11-20,08:01:41,EURUSD,buy,1.58,1.15199,1.15199,1.15174,1.15249,0,0,198338.75,0.80,entry_sf_ia7,""
2025-11-20,08:01:41,GBPUSD,buy,0.20,1.30701,1.30701,1.30678,1.30747,0,0,198338.75,0.80,entry_sf_ia7,""
2025-11-20,08:01:41,USDJPY,sell,0.20,157.47900,157.47900,157.53300,157.37100,0,0,198338.75,0.80,entry_sf_ia7,""
2025-11-20,08:02:44,EURUSD,buy,1.58,1.15212,1.15212,1.15187,1.15262,0,0,198642.12,0.80,entry_sf_ia7,""
2025-11-20,08:02:44,GBPUSD,buy,0.20,1.30745,1.30745,1.30716,1.30803,0,0,198642.12,0.80,entry_sf_ia7,""
2025-11-20,08:03:46,EURUSD,buy,1.59,1.15203,1.15203,1.15178,1.15253,0,0,198865.08,0.80,entry_sf_ia7,""
2025-11-20,08:04:49,EURUSD,buy,1.59,1.15198,1.15198,1.15173,1.15248,0,0,198995.32,0.80,entry_sf_ia7,""
2025-11-20,08:04:49,GBPUSD,buy,0.20,1.30749,1.30749,1.30718,1.30811,0,0,198995.32,0.80,entry_sf_ia7,""
2025-11-20,08:04:50,USDJPY,sell,0.20,157.40300,157.40300,157.46100,157.28700,0,0,198995.32,0.80,entry_sf_ia7,""
2025-11-20,08:04:50,USDCAD,sell,1.59,1.40578,1.40578,1.40596,1.40542,0,0,198995.32,0.80,entry_sf_ia7,""
2025-11-20,08:04:50,AUDUSD,sell,0.25,0.64729,0.64729,0.64747,0.64693,0,0,198995.32,0.85,entry_sf_ia7,""
2025-11-20,08:05:52,EURUSD,buy,1.59,1.15202,1.15202,1.15177,1.15252,0,0,198973.70,0.80,entry_sf_ia7,""
2025-11-20,08:05:53,GBPUSD,buy,0.20,1.30760,1.30760,1.30729,1.30822,0,0,198973.70,0.80,entry_sf_ia7,""
2025-11-20,08:05:53,USDJPY,sell,0.20,157.39200,157.39200,157.45200,157.27200,0,0,198973.70,0.80,entry_sf_ia7,""
2025-11-20,08:06:55,EURUSD,buy,1.59,1.15194,1.15194,1.15169,1.15244,0,0,198834.05,0.80,entry_sf_ia7,""
2025-11-20,08:06:55,GBPUSD,buy,0.20,1.30725,1.30725,1.30692,1.30791,0,0,198834.05,0.80,entry_sf_ia7,""
2025-11-20,08:06:55,USDJPY,sell,0.20,157.40700,157.40700,157.46300,157.29500,0,0,198834.05,0.80,entry_sf_ia7,""
2025-11-20,08:07:58,EURUSD,buy,1.58,1.15176,1.15176,1.15151,1.15226,0,0,198570.25,0.80,entry_sf_ia7,""
2025-11-20,08:07:58,GBPUSD,buy,0.20,1.30670,1.30670,1.30630,1.30750,0,0,198570.25,0.80,entry_sf_ia7,""
2025-11-20,08:07:58,USDJPY,sell,0.20,157.42800,157.42800,157.48400,157.31600,0,0,198570.25,0.80,entry_sf_ia7,""
2025-11-20,08:07:59,USDCAD,sell,1.58,1.40600,1.40600,1.40621,1.40558,0,0,198570.25,0.80,entry_sf_ia7,""
2025-11-20,08:07:59,AUDUSD,sell,0.50,0.64730,0.64730,0.64749,0.64692,0,0,198570.25,0.90,entry_sf_ia7,""
2025-11-20,08:07:59,NZDUSD,sell,0.50,0.56055,0.56055,0.56071,0.56023,0,0,198570.25,0.90,entry_sf_ia7,""
2025-11-20,08:08:00,USDCHF,sell,0.20,0.80634,0.80634,0.80656,0.80590,0,0,198570.25,0.80,entry_sf_ia7,""
2025-11-20,08:08:00,EURJPY,sell,1.58,181.32100,181.32100,181.37400,181.21500,0,0,198570.25,0.80,entry_sf_ia7,""
2025-11-20,08:08:00,GBPJPY,sell,0.20,205.69900,205.69900,205.77700,205.54300,0,0,198570.25,0.80,entry_sf_ia7,""
2025-11-20,08:08:00,EURGBP,sell,0.20,0.88140,0.88140,0.88161,0.88098,0,0,198570.25,0.80,entry_sf_ia7,""
2025-11-20,08:08:01,EURAUD,buy,0.20,1.77915,1.77915,1.77865,1.78015,0,0,198570.25,0.80,entry_sf_ia7,""
2025-11-20,08:09:03,EURUSD,sell,1.98,1.15154,1.15154,1.15179,1.15104,0,0,198461.25,0.85,entry_sf_ia7,""
2025-11-20,08:09:03,GBPUSD,buy,0.20,1.30617,1.30617,1.30577,1.30697,0,0,198461.25,0.80,entry_sf_ia7,""
2025-11-20,08:09:04,USDJPY,sell,0.20,157.42600,157.42600,157.47100,157.33600,0,0,198461.25,0.80,entry_sf_ia7,""
2025-11-20,08:10:06,EURUSD,sell,3.96,1.15148,1.15148,1.15173,1.15098,0,0,198493.58,0.90,entry_sf_ia7,""
2025-11-20,08:10:06,GBPUSD,sell,0.25,1.30642,1.30642,1.30689,1.30548,0,0,198493.58,0.85,entry_sf_ia7,""
2025-11-20,08:10:06,USDJPY,sell,0.20,157.38600,157.38600,157.43600,157.28600,0,0,198493.58,0.80,entry_sf_ia7,""
2025-11-20,08:10:07,USDCAD,buy,1.98,1.40597,1.40597,1.40577,1.40637,0,0,198493.58,0.85,entry_sf_ia7,""
2025-11-20,08:11:10,EURUSD,sell,3.96,1.15152,1.15152,1.15177,1.15102,0,0,198497.16,0.90,entry_sf_ia7,""
2025-11-20,08:12:13,EURUSD,sell,1.98,1.15142,1.15142,1.15167,1.15092,0,0,198589.30,0.85,entry_sf_ia7,""
2025-11-20,08:12:13,GBPUSD,sell,0.20,1.30629,1.30629,1.30673,1.30541,0,0,198589.30,0.80,entry_sf_ia7,""
2025-11-20,08:57:54,GBPUSD,buy,0.20,1.30668,1.30668,1.30634,1.30736,0,0,198103.08,0.80,entry_sf_ia7,""
2025-11-20,08:57:54,USDCAD,sell,1.58,1.40596,1.40596,1.40611,1.40566,0,0,198103.08,0.80,entry_sf_ia7,""
2025-11-20,08:57:55,AUDUSD,buy,0.20,0.64773,0.64773,0.64757,0.64805,0,0,198103.08,0.80,entry_sf_ia7,""
2025-11-20,08:57:55,NZDUSD,buy,0.20,0.56092,0.56092,0.56078,0.56120,0,0,198103.08,0.80,entry_sf_ia7,""
2025-11-20,08:57:55,USDCHF,sell,0.20,0.80614,0.80614,0.80631,0.80580,0,0,198103.08,0.80,entry_sf_ia7,""
2025-11-20,08:57:56,EURJPY,sell,1.98,181.03200,181.03200,181.07600,180.94400,0,0,198103.08,0.85,entry_sf_ia7,""
2025-11-20,08:57:56,GBPJPY,sell,0.20,205.43000,205.43000,205.49900,205.29200,0,0,198103.08,0.80,entry_sf_ia7,""
2025-11-20,08:57:56,EURGBP,buy,0.20,0.88146,0.88146,0.88129,0.88180,0,0,198103.08,0.80,entry_sf_ia7,""
2025-11-20,08:57:57,AUDNZD,sell,1.98,1.15455,1.15455,1.15478,1.15409,0,0,198103.08,0.85,entry_sf_ia7,""
2025-11-20,08:57:57,CADJPY,sell,0.20,111.84100,111.84100,111.87100,111.78100,0,0,198103.08,0.80,entry_sf_ia7,""
2025-11-20,08:57:57,CHFJPY,sell,0.20,195.03900,195.03900,195.08900,194.93900,0,0,198103.08,0.80,entry_sf_ia7,""
2025-11-20,08:57:58,XAUUSD,buy,0.99,4067.80000,4067.80000,4064.80000,4073.80000,0,0,198103.08,0.85,entry_sf_ia7,""
2025-11-20,08:57:58,US500.cash,buy,2.47,6726.17000,6726.17000,6726.02000,6726.47000,0,0,198103.08,0.90,entry_sf_ia7,""
2025-11-20,08:57:59,US100.cash,sell,0.20,25068.25000,25068.25000,25082.58000,25039.59000,0,0,198103.08,0.80,entry_sf_ia7,""
2025-11-20,08:57:59,US30.cash,buy,0.20,46429.91000,46429.91000,46416.34000,46457.05000,0,0,198103.08,0.80,entry_sf_ia7,""
2025-11-20,08:58:00,UK100.cash,buy,0.20,9571.10000,9571.10000,9567.06000,9579.18000,0,0,198103.08,0.80,entry_sf_ia7,""
2025-11-20,08:59:00,GBPUSD,buy,0.20,1.30674,1.30674,1.30643,1.30736,0,0,198103.36,0.80,entry_sf_ia7,""
2025-11-20,08:59:01,USDJPY,sell,0.20,157.13000,157.13000,157.17100,157.04800,0,0,198103.36,0.80,entry_sf_ia7,""
2025-11-20,09:00:03,GBPUSD,buy,0.20,1.30645,1.30645,1.30616,1.30703,0,0,197570.59,0.80,entry_sf_ia7,""
2025-11-20,09:00:04,USDJPY,sell,0.20,157.17300,157.17300,157.21200,157.09500,0,0,197570.59,0.80,entry_sf_ia7,""
2025-11-20,09:00:04,USDCAD,buy,5.92,1.40598,1.40598,1.40585,1.40624,0,0,197570.59,0.95,entry_sf_ia7,""
2025-11-20,09:00:05,AUDUSD,sell,0.20,0.64767,0.64767,0.64780,0.64741,0,0,197570.59,0.80,entry_sf_ia7,""
2025-11-20,09:00:05,NZDUSD,buy,0.20,0.56090,0.56090,0.56079,0.56112,0,0,197570.59,0.80,entry_sf_ia7,""
2025-11-20,09:00:05,USDCHF,sell,0.20,0.80611,0.80611,0.80626,0.80581,0,0,197570.59,0.80,entry_sf_ia7,""
2025-11-20,09:01:07,GBPUSD,sell,0.20,1.30657,1.30657,1.30689,1.30593,0,0,197541.16,0.80,entry_sf_ia7,""
2025-11-20,09:01:08,USDJPY,buy,0.25,157.17400,157.17400,157.13500,157.25200,0,0,197541.16,0.85,entry_sf_ia7,""
2025-11-20,09:01:08,USDCAD,buy,7.90,1.40615,1.40615,1.40599,1.40647,0,0,197541.16,1.00,entry_sf_ia7,""
2025-11-20,09:02:10,GBPUSD,buy,0.20,1.30653,1.30653,1.30622,1.30715,0,0,197271.60,0.80,entry_sf_ia7,""
2025-11-20,09:03:12,GBPUSD,buy,0.20,1.30656,1.30656,1.30624,1.30720,0,0,197189.05,0.80,entry_sf_ia7,""
2025-11-20,09:03:12,USDJPY,buy,0.25,157.21100,157.21100,157.17100,157.29100,0,0,197189.05,0.85,entry_sf_ia7,""
2025-11-20,09:03:12,USDCAD,buy,5.91,1.40588,1.40588,1.40569,1.40626,0,0,197189.05,0.95,entry_sf_ia7,""
2025-11-20,09:03:13,AUDUSD,sell,0.20,0.64768,0.64768,0.64783,0.64738,0,0,197189.05,0.80,entry_sf_ia7,""
2025-11-20,09:05:18,GBPUSD,sell,0.20,1.30661,1.30661,1.30690,1.30603,0,0,197161.73,0.80,entry_sf_ia7,""
2025-11-20,09:10:14,GBPUSD,buy,0.20,1.30668,1.30668,1.30639,1.30726,0,0,197083.30,0.80,entry_sf_ia7,""
2025-11-20,09:10:14,USDJPY,buy,0.20,157.17100,157.17100,157.12700,157.25900,0,0,197083.30,0.80,entry_sf_ia7,""
2025-11-20,09:10:15,USDCAD,sell,1.97,1.40575,1.40575,1.40592,1.40541,0,0,197083.30,0.85,entry_sf_ia7,""
2025-11-20,09:10:15,AUDUSD,buy,0.20,0.64779,0.64779,0.64765,0.64807,0,0,197083.30,0.80,entry_sf_ia7,""
2025-11-20,09:10:15,NZDUSD,buy,0.20,0.56107,0.56107,0.56095,0.56131,0,0,197083.30,0.80,entry_sf_ia7,""
2025-11-20,09:10:16,USDCHF,sell,0.20,0.80586,0.80586,0.80603,0.80552,0,0,197083.30,0.80,entry_sf_ia7,""
2025-11-20,09:10:16,EURJPY,buy,3.94,181.08800,181.08800,181.04300,181.17800,0,0,197083.30,0.90,entry_sf_ia7,""
2025-11-20,09:10:16,GBPJPY,buy,0.20,205.37000,205.37000,205.30500,205.50000,0,0,197083.30,0.80,entry_sf_ia7,""
2025-11-20,09:10:17,EURGBP,buy,0.20,0.88168,0.88168,0.88156,0.88192,0,0,197083.30,0.80,entry_sf_ia7,""
2025-11-20,09:10:17,EURAUD,buy,0.25,1.77840,1.77840,1.77800,1.77920,0,0,197083.30,0.85,entry_sf_ia7,""
2025-11-20,09:10:17,EURNZD,sell,0.20,2.05322,2.05322,2.05368,2.05230,0,0,197083.30,0.80,entry_sf_ia7,""
2025-11-20,09:10:18,AUDNZD,sell,3.94,1.15449,1.15449,1.15472,1.15403,0,0,197083.30,0.90,entry_sf_ia7,""
2025-11-20,09:10:18,CADJPY,buy,0.20,111.82300,111.82300,111.79400,111.88100,0,0,197083.30,0.80,entry_sf_ia7,""
2025-11-20,09:10:19,CHFJPY,buy,0.25,195.04800,195.04800,194.99800,195.14800,0,0,197083.30,0.85,entry_sf_ia7,""
2025-11-20,09:10:19,XAUUSD,sell,0.98,4068.47000,4068.47000,4071.47000,4062.47000,0,0,197083.30,0.85,entry_sf_ia7,""
2025-11-20,09:10:19,US500.cash,buy,0.19,6723.67000,6723.67000,6723.52000,6723.97000,0,0,197083.30,0.85,entry_sf_ia7,""
2025-11-20,09:10:20,XAGUSD,buy,0.20,50.83400,50.83400,50.74600,51.01000,0,0,197083.30,0.80,entry_sf_ia7,""
2025-11-20,09:10:20,US100.cash,sell,0.20,25048.35000,25048.35000,25063.66000,25017.73000,0,0,197083.30,0.80,entry_sf_ia7,""
2025-11-20,09:10:20,US30.cash,sell,0.20,46400.91000,46400.91000,46417.34000,46368.05000,0,0,197083.30,0.80,entry_sf_ia7,""
2025-11-20,09:10:21,UK100.cash,sell,0.20,9561.50000,9561.50000,9566.56000,9551.38000,0,0,197083.30,0.80,entry_sf_ia7,""
2025-11-20,09:11:21,GBPUSD,sell,0.20,1.30663,1.30663,1.30693,1.30603,0,0,197036.97,0.80,entry_sf_ia7,""
2025-11-20,09:11:22,USDJPY,buy,0.25,157.21300,157.21300,157.16700,157.30500,0,0,197036.97,0.85,entry_sf_ia7,""
2025-11-20,09:11:22,USDCAD,sell,1.57,1.40568,1.40568,1.40585,1.40534,0,0,197036.97,0.80,entry_sf_ia7,""
2025-11-20,09:12:24,GBPUSD,buy,0.20,1.30676,1.30676,1.30647,1.30734,0,0,196870.53,0.80,entry_sf_ia7,""
2025-11-20,09:12:24,USDJPY,buy,0.25,157.23500,157.23500,157.19000,157.32500,0,0,196870.53,0.85,entry_sf_ia7,""
2025-11-20,09:12:24,USDCAD,sell,1.96,1.40571,1.40571,1.40588,1.40537,0,0,196870.53,0.85,entry_sf_ia7,""
2025-11-20,09:12:25,AUDUSD,buy,0.20,0.64784,0.64784,0.64771,0.64810,0,0,196870.53,0.80,entry_sf_ia7,""
2025-11-20,09:12:25,AUDNZD,sell,3.93,1.15442,1.15442,1.15467,1.15392,0,0,196870.53,0.90,entry_sf_ia7,""
2025-11-20,09:12:26,CADJPY,sell,0.20,111.88600,111.88600,111.91900,111.82000,0,0,196870.53,0.80,entry_sf_ia7,""
2025-11-20,09:12:26,CHFJPY,buy,0.25,195.13300,195.13300,195.07600,195.24700,0,0,196870.53,0.85,entry_sf_ia7,""
2025-11-20,09:13:27,GBPUSD,sell,0.20,1.30648,1.30648,1.30678,1.30588,0,0,196709.36,0.80,entry_sf_ia7,""
2025-11-20,09:13:27,USDJPY,buy,0.25,157.25100,157.25100,157.20600,157.34100,0,0,196709.36,0.85,entry_sf_ia7,""
2025-11-20,09:13:28,USDCAD,sell,1.96,1.40578,1.40578,1.40594,1.40546,0,0,196709.36,0.85,entry_sf_ia7,""
2025-11-20,09:14:30,GBPUSD,sell,0.25,1.30640,1.30640,1.30670,1.30580,0,0,196652.91,0.85,entry_sf_ia7,""
2025-11-20,09:14:30,USDJPY,buy,0.25,157.24800,157.24800,157.20600,157.33200,0,0,196652.91,0.85,entry_sf_ia7,""
2025-11-20,09:14:30,USDCAD,sell,1.57,1.40580,1.40580,1.40597,1.40546,0,0,196652.91,0.80,entry_sf_ia7,""
2025-11-20,09:14:31,AUDUSD,sell,0.20,0.64768,0.64768,0.64783,0.64738,0,0,196652.91,0.80,entry_sf_ia7,""
2025-11-20,10:25:01,GBPUSD,buy,0.20,1.30805,1.30805,1.30782,1.30851,0,0,196304.24,0.85,entry_sf_ia7,""
2025-11-20,10:25:02,USDJPY,buy,0.20,157.29200,157.29200,157.26200,157.35200,0,0,196304.24,0.85,entry_sf_ia7,""
2025-11-20,10:25:02,AUDUSD,buy,0.20,0.64846,0.64846,0.64832,0.64874,0,0,196304.24,0.85,entry_sf_ia7,""
2025-11-20,10:25:02,NZDUSD,buy,0.20,0.56163,0.56163,0.56149,0.56191,0,0,196304.24,0.85,entry_sf_ia7,""
2025-11-20,10:25:03,USDCHF,buy,0.20,0.80599,0.80599,0.80585,0.80627,0,0,196304.24,0.85,entry_sf_ia7,""
2025-11-20,10:25:03,GBPJPY,buy,0.20,205.74400,205.74400,205.69100,205.85000,0,0,196304.24,0.85,entry_sf_ia7,""
2025-11-20,10:25:04,EURGBP,sell,0.20,0.88117,0.88117,0.88131,0.88089,0,0,196304.24,0.85,entry_sf_ia7,""
2025-11-20,10:25:04,EURNZD,sell,0.20,2.05224,2.05224,2.05269,2.05134,0,0,196304.24,0.85,entry_sf_ia7,""
2025-11-20,10:25:04,CADJPY,buy,0.20,111.96300,111.96300,111.94400,112.00100,0,0,196304.24,0.85,entry_sf_ia7,""
2025-11-20,10:25:05,CHFJPY,sell,0.20,195.16700,195.16700,195.19900,195.10300,0,0,196304.24,0.85,entry_sf_ia7,""
2025-11-20,10:25:05,XAGUSD,sell,0.20,50.88800,50.88800,50.93800,50.78800,0,0,196304.24,0.85,entry_sf_ia7,""
2025-11-20,10:25:06,US100.cash,buy,0.20,24972.95000,24972.95000,24959.14000,25000.57000,0,0,196304.24,0.85,entry_sf_ia7,""
2025-11-20,10:26:06,GBPUSD,sell,0.20,1.30805,1.30805,1.30824,1.30767,0,0,196227.15,0.85,entry_sf_ia7,""
2025-11-20,11:08:55,GBPUSD,sell,0.20,1.30745,1.30745,1.30777,1.30681,0,0,196247.58,0.85,entry_sf_ia7,""
2025-11-20,11:08:55,USDJPY,buy,0.33,157.38200,157.38200,157.35900,157.42800,0,0,196247.58,0.90,entry_sf_ia7,""
2025-11-20,11:08:55,AUDUSD,sell,0.20,0.64833,0.64833,0.64845,0.64809,0,0,196247.58,0.85,entry_sf_ia7,""
2025-11-20,11:08:56,NZDUSD,buy,0.20,0.56182,0.56182,0.56170,0.56206,0,0,196247.58,0.85,entry_sf_ia7,""
2025-11-20,11:08:56,USDCHF,buy,0.20,0.80644,0.80644,0.80628,0.80676,0,0,196247.58,0.85,entry_sf_ia7,""
2025-11-20,11:08:57,EURGBP,buy,0.20,0.88154,0.88154,0.88139,0.88184,0,0,196247.58,0.85,entry_sf_ia7,""
2025-11-20,11:08:57,EURNZD,sell,0.20,2.05144,2.05144,2.05182,2.05068,0,0,196247.58,0.85,entry_sf_ia7,""
2025-11-20,11:08:58,CADJPY,buy,0.33,112.02400,112.02400,112.00400,112.06400,0,0,196247.58,0.90,entry_sf_ia7,""
2025-11-20,11:08:58,CHFJPY,buy,0.20,195.16800,195.16800,195.13200,195.24000,0,0,196247.58,0.85,entry_sf_ia7,""
2025-11-20,11:09:59,GBPUSD,sell,0.20,1.30725,1.30725,1.30758,1.30659,0,0,196237.24,0.85,entry_sf_ia7,""
2025-11-20,11:11:03,GBPUSD,sell,0.20,1.30715,1.30715,1.30746,1.30653,0,0,196244.94,0.85,entry_sf_ia7,""
2025-11-20,11:11:03,USDJPY,buy,0.33,157.41000,157.41000,157.38300,157.46400,0,0,196244.94,0.90,entry_sf_ia7,""
2025-11-20,11:12:05,GBPUSD,sell,0.20,1.30717,1.30717,1.30744,1.30663,0,0,196232.17,0.85,entry_sf_ia7,""
2025-11-20,11:12:06,USDJPY,buy,0.33,157.40600,157.40600,157.38200,157.45400,0,0,196232.17,0.90,entry_sf_ia7,""
2025-11-20,11:12:06,AUDUSD,buy,0.20,0.64838,0.64838,0.64828,0.64858,0,0,196232.17,0.85,entry_sf_ia7,""
2025-11-20,11:13:08,GBPUSD,sell,0.20,1.30714,1.30714,1.30740,1.30662,0,0,196224.20,0.85,entry_sf_ia7,""
2025-11-20,11:13:09,USDJPY,buy,0.33,157.40600,157.40600,157.38300,157.45200,0,0,196224.20,0.90,entry_sf_ia7,""
2025-11-20,11:14:12,USDJPY,buy,0.33,157.40400,157.40400,157.38100,157.45000,0,0,196223.18,0.90,entry_sf_ia7,""
2025-11-20,11:15:22,GBPUSD,sell,0.20,1.30720,1.30720,1.30748,1.30664,0,0,196208.43,0.85,entry_sf_ia7,""
2025-11-20,11:15:25,USDJPY,buy,0.33,157.41100,157.41100,157.38800,157.45700,0,0,196208.43,0.90,entry_sf_ia7,""
2025-11-20,11:15:26,AUDUSD,sell,0.20,0.64827,0.64827,0.64839,0.64803,0,0,196208.43,0.85,entry_sf_ia7,""
2025-11-20,11:15:27,NZDUSD,buy,0.20,0.56176,0.56176,0.56166,0.56196,0,0,196208.43,0.85,entry_sf_ia7,""
2025-11-20,11:15:29,USDCHF,buy,0.33,0.80670,0.80670,0.80655,0.80700,0,0,196208.43,0.90,entry_sf_ia7,""
2025-11-20,11:15:30,GBPJPY,sell,0.20,205.77600,205.77600,205.82400,205.68000,0,0,196208.43,0.85,entry_sf_ia7,""
2025-11-20,11:15:33,EURNZD,sell,0.20,2.05087,2.05087,2.05125,2.05011,0,0,196208.43,0.85,entry_sf_ia7,""
2025-11-20,11:16:36,AUDUSD,sell,0.20,0.64817,0.64817,0.64829,0.64793,0,0,196142.63,0.85,entry_sf_ia7,""
2025-11-20,11:16:36,NZDUSD,buy,0.20,0.56168,0.56168,0.56157,0.56190,0,0,196142.63,0.85,entry_sf_ia7,""
2025-11-20,11:16:37,USDCHF,buy,0.33,0.80671,0.80671,0.80656,0.80701,0,0,196142.63,0.90,entry_sf_ia7,""
2025-11-20,11:16:37,GBPJPY,buy,0.33,205.69500,205.69500,205.64100,205.80300,0,0,196142.63,0.90,entry_sf_ia7,""
2025-11-20,11:16:37,EURGBP,sell,0.20,0.88142,0.88142,0.88156,0.88114,0,0,196142.63,0.85,entry_sf_ia7,""
2025-11-20,11:16:38,EURNZD,sell,0.20,2.05110,2.05110,2.05147,2.05036,0,0,196142.63,0.85,entry_sf_ia7,""
2025-11-20,11:16:38,CADJPY,buy,0.33,111.98400,111.98400,111.96100,112.03000,0,0,196142.63,0.90,entry_sf_ia7,""
2025-11-20,11:16:39,XAGUSD,sell,0.33,50.62900,50.62900,50.69500,50.49700,0,0,196142.63,0.90,entry_sf_ia7,""
2025-11-20,11:16:40,US100.cash,sell,0.20,24987.05000,24987.05000,25004.29000,24952.57000,0,0,196142.63,0.85,entry_sf_ia7,""
2025-11-20,11:17:41,AUDUSD,sell,0.20,0.64818,0.64818,0.64829,0.64796,0,0,196131.97,0.85,entry_sf_ia7,""
2025-11-20,11:18:44,USDJPY,sell,0.20,157.37400,157.37400,157.40300,157.31600,0,0,196107.02,0.85,entry_sf_ia7,""
2025-11-20,11:19:50,AUDUSD,sell,0.20,0.64808,0.64808,0.64819,0.64786,0,0,196107.30,0.85,entry_sf_ia7,""
2025-11-20,11:19:52,USDCHF,buy,0.33,0.80687,0.80687,0.80673,0.80715,0,0,196107.30,0.90,entry_sf_ia7,""
2025-11-20,11:21:01,USDJPY,sell,0.20,157.38200,157.38200,157.41100,157.32400,0,0,196089.47,0.85,entry_sf_ia7,""
2025-11-20,11:21:02,AUDUSD,sell,0.20,0.64811,0.64811,0.64822,0.64789,0,0,196089.47,0.85,entry_sf_ia7,""
2025-11-20,11:21:02,NZDUSD,sell,0.20,0.56161,0.56161,0.56172,0.56139,0,0,196089.47,0.85,entry_sf_ia7,""
2025-11-20,11:21:03,USDCHF,buy,0.33,0.80685,0.80685,0.80670,0.80715,0,0,196089.47,0.90,entry_sf_ia7,""
2025-11-20,11:21:04,EURNZD,sell,0.20,2.05108,2.05108,2.05149,2.05026,0,0,196089.47,0.85,entry_sf_ia7,""
2025-11-20,11:22:05,AUDUSD,sell,0.33,0.64800,0.64800,0.64810,0.64780,0,0,196085.94,0.90,entry_sf_ia7,""
2025-11-20,11:22:06,USDCHF,buy,0.33,0.80690,0.80690,0.80676,0.80718,0,0,196085.94,0.90,entry_sf_ia7,""
2025-11-20,11:22:07,EURGBP,buy,0.20,0.88159,0.88159,0.88147,0.88183,0,0,196085.94,0.85,entry_sf_ia7,""
2025-11-27,10:14:37,USDCHF,buy,0.65,0.80592,0.80592,0.80562,0.80652,0,0,187801.66,0.90,entry_sf_ia7,""
2025-11-27,10:14:50,USDCHF,buy,0.65,0.80591,0.80591,0.80561,0.80651,0,0,187801.66,0.90,entry_sf_ia7,""
2025-11-27,10:15:00,USDCHF,buy,0.98,0.80594,0.80594,0.80564,0.80654,0,0,187801.66,0.95,entry_sf_ia7,""
2025-11-27,10:24:11,ETHUSD,buy,0.84,3033.00000,3033.00000,3032.20000,3034.60000,0,0,187769.36,0.95,entry_sf_ia7,""
2025-11-27,10:25:28,ETHUSD,buy,0.84,3032.55000,3032.55000,3031.75000,3034.15000,0,0,187769.36,0.95,entry_sf_ia7,""
2025-11-27,10:26:00,ETHUSD,buy,0.84,3032.28000,3032.28000,3031.48000,3033.88000,0,0,187769.36,0.95,entry_sf_ia7,""
2025-11-27,10:26:34,ETHUSD,buy,0.84,3032.15000,3032.15000,3031.35000,3033.75000,0,0,187769.36,0.95,entry_sf_ia7,""
2025-11-27,10:27:00,AUDUSD,buy,0.75,0.65278,0.65278,0.65248,0.65338,0,0,187769.36,0.90,entry_sf_ia7,""
