symbol,action,entry,exit,sl,tp,pnl_usd,pnl_cost,lot,regime,result,bars_held,open_time,close_time
XAUUSD,SELL,1135.54938,1133.27474,1139.59286,1125.44286,227.46,202.5,0.1,TREND_DOWN,SL,8,2015-11-03 05:00:00,2015-11-03 13:00:00
XAUUSD,SELL,1119.89,1116.93329,1129.94714,1094.74714,236.54,214.32,0.08,TREND_DOWN,SL,16,2015-11-04 02:00:00,2015-11-04 18:00:00
XAUUSD,SELL,1109.39,1106.92973,1117.04714,1090.24714,246.03,220.96,0.1,TREND_DOWN,SL,14,2015-11-05 04:00:00,2015-11-05 18:00:00
XAUUSD,SELL,1092.67,1090.03873,1101.29714,1071.10214,263.13,238.29,0.1,TREND_DOWN,SL,14,2015-11-09 04:00:00,2015-11-09 18:00:00
XAUUSD,BUY,1091.76,1083.97857,1083.97857,1111.21357,-778.14,-802.81,0.1,TREND_UP,SL,9,2015-11-16 12:00:00,2015-11-16 21:00:00
XAUUSD,SELL,1083.58,1079.1726,1092.93857,1060.18357,396.67,374.38,0.09,RANGING,SL,5,2015-11-17 05:00:00,2015-11-17 10:00:00
XAUUSD,SELL,1079.46,1076.16938,1088.20429,1057.59929,329.06,304.46,0.1,TREND_DOWN,SL,8,2015-11-17 11:00:00,2015-11-17 19:00:00
XAUUSD,SELL,1068.29,1076.76143,1076.76143,1047.11143,-847.14,-872.07,0.1,TREND_DOWN,SL,18,2015-11-18 07:00:00,2015-11-19 01:00:00
XAUUSD,BUY,1081.68,1085.99835,1077.05786,1094.00571,431.83,406.98,0.1,TREND_UP,SL,2,2015-11-20 11:00:00,2015-11-20 13:00:00
XAUUSD,SELL,1072.38,1068.46515,1079.24571,1055.21571,391.48,366.61,0.1,TREND_DOWN,SL,6,2015-11-23 11:00:00,2015-11-23 17:00:00
XAUUSD,SELL,1069.79,1075.42143,1075.42143,1055.71143,-563.14,-587.73,0.1,TREND_DOWN,SL,5,2015-11-23 20:00:00,2015-11-24 01:00:00
XAUUSD,BUY,1074.7,1069.71857,1069.71857,1087.15357,-498.14,-522.98,0.1,RANGING,SL,7,2015-11-24 18:00:00,2015-11-25 01:00:00
XAUUSD,SELL,1071.01,1069.3589,1076.28,1057.835,165.11,108.58,0.1,RANGING,SL,20,2015-11-26 01:00:00,2015-11-27 01:00:00
XAUUSD,SELL,1056.77,1060.64643,1060.64643,1046.43286,-387.64,-412.2,0.1,TREND_DOWN,SL,2,2015-11-30 15:00:00,2015-11-30 17:00:00
XAUUSD,BUY,1070.25,1071.6492,1062.88,1088.675,139.92,114.91,0.1,TREND_UP,SL,26,2015-12-01 11:00:00,2015-12-02 15:00:00
XAUUSD,SELL,1053.54,1062.20571,1062.20571,1031.87571,-866.57,-891.08,0.1,TREND_DOWN,SL,8,2015-12-03 08:00:00,2015-12-03 16:00:00
XAUUSD,BUY,1062.22,1070.66668,1055.71286,1078.48786,844.67,819.72,0.1,RANGING,SL,8,2015-12-04 09:00:00,2015-12-04 17:00:00
XAUUSD,BUY,1084.48,1079.48714,1079.48714,1096.96214,-499.29,-524.16,0.1,TREND_UP,SL,6,2015-12-07 10:00:00,2015-12-07 16:00:00
XAUUSD,SELL,1072.16,1068.98566,1080.14714,1052.19214,317.43,292.2,0.1,RANGING,SL,11,2015-12-08 06:00:00,2015-12-08 17:00:00
XAUUSD,BUY,1075.3,1070.17286,1070.17286,1088.11786,-512.71,-537.55,0.1,RANGING,SL,3,2015-12-14 08:00:00,2015-12-14 11:00:00
XAUUSD,SELL,1064.34,1060.77645,1072.90857,1042.91857,356.36,331.32,0.1,TREND_DOWN,SL,9,2015-12-15 04:00:00,2015-12-15 13:00:00
XAUUSD,SELL,1055.63,1052.87876,1064.07286,1034.52286,275.12,250.46,0.1,TREND_DOWN,SL,6,2015-12-18 04:00:00,2015-12-18 10:00:00
XAUUSD,SELL,1055.38,1060.31286,1060.31286,1043.04786,-493.29,-518.03,0.1,TREND_DOWN,SL,6,2015-12-18 10:00:00,2015-12-18 16:00:00
XAUUSD,BUY,1065.16,1072.03676,1054.95429,1090.67429,550.14,530.44,0.08,RANGING,SL,10,2015-12-21 02:00:00,2015-12-21 12:00:00
XAUUSD,SELL,1073.78,1071.72548,1077.39607,1064.13714,205.45,172.9,0.1,RANGING,SL,6,2015-12-23 06:00:00,2015-12-23 12:00:00
XAUUSD,SELL,1061.93,1059.21691,1066.12429,1051.44429,271.31,238.42,0.1,TREND_DOWN,SL,13,2015-12-31 03:00:00,2015-12-31 16:00:00
XAUUSD,BUY,1073.32,1079.44327,1065.50286,1092.86286,612.33,587.8,0.1,TREND_UP,SL,7,2016-01-04 19:00:00,2016-01-05 02:00:00
XAUUSD,BUY,1095.35,1103.64629,1089.40143,1110.22143,829.63,804.64,0.1,TREND_UP,SL,6,2016-01-07 11:00:00,2016-01-07 17:00:00
XAUUSD,SELL,1095.5,1088.14296,1104.38,1073.3,662.13,639.56,0.09,RANGING,SL,11,2016-01-12 05:00:00,2016-01-12 16:00:00
XAUUSD,SELL,1085.09,1081.81306,1092.71571,1066.02571,327.69,302.73,0.1,TREND_DOWN,SL,6,2016-01-13 08:00:00,2016-01-13 14:00:00
XAUUSD,BUY,1091.45,1084.58857,1084.58857,1108.60357,-686.14,-712.97,0.1,RANGING,SL,8,2016-01-14 08:00:00,2016-01-14 16:00:00
XAUUSD,BUY,1088.42,1091.6537,1079.77,1110.045,323.37,283.45,0.1,RANGING,SL,11,2016-01-15 22:00:00,2016-01-18 09:00:00
XAUUSD,BUY,1089.85,1084.59571,1084.59571,1102.98571,-525.43,-550.21,0.1,TREND_UP,SL,12,2016-01-18 09:00:00,2016-01-19 01:00:00
XAUUSD,BUY,1105.29,1107.39416,1100.04714,1118.39714,210.42,170.5,0.1,TREND_UP,SL,3,2016-01-25 22:00:00,2016-01-26 01:00:00
XAUUSD,BUY,1113.15,1117.1328,1108.26714,1125.35714,398.28,373.27,0.1,TREND_UP,SL,3,2016-01-26 16:00:00,2016-01-26 19:00:00
XAUUSD,BUY,1122.72,1125.58645,1115.51571,1140.73071,286.64,262.03,0.1,TREND_UP,SL,5,2016-02-01 13:00:00,2016-02-01 18:00:00
XAUUSD,BUY,1140.44,1144.76639,1128.57571,1170.10071,302.85,283.45,0.07,TREND_UP,SL,9,2016-02-04 06:00:00,2016-02-04 15:00:00
XAUUSD,BUY,1155.22,1159.84621,1148.55857,1171.87357,462.62,437.83,0.1,TREND_UP,SL,8,2016-02-05 07:00:00,2016-02-05 15:00:00
XAUUSD,BUY,1188.81,1192.79992,1175.43571,1222.24571,239.4,212.04,0.06,TREND_UP,SL,9,2016-02-09 01:00:00,2016-02-09 10:00:00
XAUUSD,SELL,1187.42,1192.27786,1192.27786,1174.46571,-485.79,-510.5,0.1,RANGING,SL,1,2016-02-10 16:00:00,2016-02-10 17:00:00
XAUUSD,BUY,1238.17,1244.27035,1213.87429,1298.90929,183.01,170.15,0.03,TREND_UP,SL,13,2016-02-12 01:00:00,2016-02-12 14:00:00
XAUUSD,SELL,1238.09,1223.4767,1246.26821,1216.28143,1461.33,1436.35,0.1,TREND_UP,SL,12,2016-02-12 15:00:00,2016-02-15 05:00:00
XAUUSD,SELL,1207.83,1193.01686,1220.38429,1176.44429,1036.92,1018.27,0.07,TREND_DOWN,SL,6,2016-02-16 02:00:00,2016-02-16 08:00:00
XAUUSD,SELL,1200.61,1214.62286,1214.62286,1165.57786,-840.77,-855.85,0.06,TREND_DOWN,SL,5,2016-02-16 09:00:00,2016-02-16 14:00:00
XAUUSD,BUY,1226.42,1231.64106,1213.28429,1259.25929,313.26,298.44,0.06,TREND_UP,SL,12,2016-02-19 04:00:00,2016-02-19 16:00:00
