symbol,action,entry,exit,sl,tp,pnl_usd,pnl_cost,lot,regime,result,bars_held,open_time,close_time
GBPJPY,BUY,199.249,199.47811,198.703,200.614,458.23,457.74,0.02,RANGING,SL,9,2024-05-22 22:00:00,2024-05-23 07:00:00
GBPJPY,BUY,199.855,200.04029,199.49829,200.74679,370.58,370.34,0.02,RANGING,SL,12,2024-05-27 03:00:00,2024-05-27 15:00:00
GBPJPY,BUY,200.315,200.53988,200.03543,201.01393,674.63,674.27,0.03,RANGING,SL,14,2024-05-28 06:00:00,2024-05-28 20:00:00
GBPJPY,BUY,200.256,200.52479,199.76214,201.49064,537.58,537.25,0.02,RANGING,SL,4,2024-06-03 06:00:00,2024-06-03 10:00:00
GBPJPY,SELL,198.116,198.82186,198.82186,196.35136,-705.86,-706.02,0.01,TREND_DOWN,SL,6,2024-06-05 04:00:00,2024-06-05 10:00:00
GBPJPY,BUY,199.483,199.78553,198.96171,200.78621,605.05,604.08,0.02,RANGING,SL,11,2024-06-06 02:00:00,2024-06-06 13:00:00
GBPJPY,SELL,199.186,198.85499,199.69657,197.90957,662.03,661.75,0.02,RANGING,SL,3,2024-06-07 08:00:00,2024-06-07 11:00:00
GBPJPY,BUY,199.689,199.27786,199.27786,200.71686,-822.28,-822.56,0.02,RANGING,SL,3,2024-06-10 11:00:00,2024-06-10 14:00:00
GBPJPY,BUY,200.05,200.25908,199.67529,200.98679,418.17,417.88,0.02,RANGING,SL,3,2024-06-11 11:00:00,2024-06-11 14:00:00
GBPJPY,BUY,200.79,200.34386,200.34386,201.90536,-892.28,-892.61,0.02,RANGING,SL,4,2024-06-13 15:00:00,2024-06-13 19:00:00
GBPJPY,SELL,199.712,199.13684,200.40086,197.98986,575.16,574.94,0.01,TREND_DOWN,SL,7,2024-06-17 05:00:00,2024-06-17 12:00:00
GBPJPY,BUY,199.703,200.18386,199.30346,200.76843,961.73,961.49,0.02,TREND_DOWN,SL,7,2024-06-17 14:00:00,2024-06-17 21:00:00
GBPJPY,BUY,200.161,200.59865,199.82286,201.00636,875.3,874.99,0.02,RANGING,SL,5,2024-06-18 07:00:00,2024-06-18 12:00:00
GBPJPY,BUY,200.952,201.2018,200.63557,201.74307,749.4,747.83,0.03,RANGING,SL,12,2024-06-20 02:00:00,2024-06-20 14:00:00
GBPJPY,BUY,203.182,203.39213,202.81557,204.09807,420.26,419.28,0.02,RANGING,SL,4,2024-06-28 02:00:00,2024-06-28 06:00:00
GBPJPY,BUY,203.321,203.4973,202.94843,204.25243,352.6,352.27,0.02,RANGING,SL,5,2024-06-28 08:00:00,2024-06-28 13:00:00
GBPJPY,BUY,204.133,204.28042,203.64229,205.35979,294.84,294.43,0.02,TREND_UP,SL,14,2024-07-01 22:00:00,2024-07-02 12:00:00
GBPJPY,BUY,205.695,205.92438,205.129,207.11,229.38,229.18,0.01,TREND_UP,SL,7,2024-07-03 22:00:00,2024-07-04 05:00:00
GBPJPY,SELL,205.61,205.40445,205.94971,204.76071,411.11,410.59,0.02,RANGING,SL,9,2024-07-04 21:00:00,2024-07-05 06:00:00
GBPJPY,SELL,205.354,204.54568,206.84743,201.62043,808.32,808.14,0.01,TREND_DOWN,SL,14,2024-07-12 05:00:00,2024-07-12 19:00:00
GBPJPY,SELL,205.059,204.89128,205.59443,203.72043,335.43,335.13,0.02,TREND_DOWN,SL,10,2024-07-15 11:00:00,2024-07-15 21:00:00
GBPJPY,BUY,205.489,205.08764,205.08764,206.55929,-802.72,-803.1,0.02,RANGING,SL,16,2024-07-16 18:00:00,2024-07-17 10:00:00
GBPJPY,SELL,203.179,202.8673,204.07114,200.94864,311.7,311.56,0.01,TREND_DOWN,SL,19,2024-07-18 06:00:00,2024-07-19 01:00:00
GBPJPY,SELL,198.727,197.27878,199.80929,196.02129,1448.23,1448.01,0.01,TREND_DOWN,SL,7,2024-07-24 23:00:00,2024-07-25 06:00:00
GBPJPY,BUY,197.989,198.89947,197.09229,200.23079,910.47,910.33,0.01,RANGING,SL,5,2024-07-26 12:00:00,2024-07-26 17:00:00
GBPJPY,SELL,196.421,195.11794,197.71629,193.18279,1303.06,1302.88,0.01,RANGING,SL,2,2024-07-31 07:00:00,2024-07-31 09:00:00
GBPJPY,SELL,193.07,191.21636,194.43014,189.66964,1853.64,1853.48,0.01,TREND_DOWN,SL,4,2024-08-01 03:00:00,2024-08-01 07:00:00
GBPJPY,SELL,189.852,189.452,190.91114,187.20414,400.0,399.82,0.01,TREND_DOWN,SL,1,2024-08-02 16:00:00,2024-08-02 17:00:00
GBPJPY,SELL,184.069,183.30496,187.14943,176.36793,764.04,763.86,0.01,TREND_DOWN,SL,29,2024-08-05 21:00:00,2024-08-07 03:00:00
GBPJPY,BUY,187.024,185.27129,185.27129,191.40579,-1752.71,-1752.87,0.01,TREND_UP,SL,7,2024-08-07 21:00:00,2024-08-08 04:00:00
GBPJPY,BUY,187.515,187.99392,186.43214,190.22214,478.92,478.76,0.01,RANGING,SL,19,2024-08-09 06:00:00,2024-08-10 01:00:00
GBPJPY,BUY,190.026,190.65587,189.27586,191.90136,629.87,629.72,0.01,TREND_DOWN,SL,2,2024-08-20 06:00:00,2024-08-20 08:00:00
GBPJPY,BUY,190.562,189.648,189.648,192.847,-914.0,-914.16,0.01,RANGING,SL,8,2024-08-20 12:00:00,2024-08-20 20:00:00
GBPJPY,SELL,189.586,190.315,190.315,187.7635,-729.0,-729.18,0.01,RANGING,SL,9,2024-08-21 05:00:00,2024-08-21 14:00:00
GBPJPY,BUY,191.113,191.46772,190.10871,193.62371,354.72,354.56,0.01,TREND_UP,SL,9,2024-08-22 20:00:00,2024-08-23 05:00:00
GBPJPY,SELL,190.1,191.00471,191.00471,187.83821,-904.71,-904.83,0.01,TREND_DOWN,SL,15,2024-08-26 15:00:00,2024-08-27 06:00:00
GBPJPY,BUY,190.81,191.59004,190.27957,192.13607,1560.07,1559.8,0.02,RANGING,SL,4,2024-08-27 09:00:00,2024-08-27 13:00:00
GBPJPY,SELL,191.012,190.68048,191.40757,189.95714,663.04,662.68,0.02,RANGING,SL,5,2024-08-28 10:00:00,2024-08-28 15:00:00
GBPJPY,BUY,191.926,192.83359,191.21814,193.69564,907.59,907.43,0.01,TREND_UP,SL,8,2024-09-02 06:00:00,2024-09-02 14:00:00
GBPJPY,SELL,189.008,188.29614,189.80814,187.00764,711.86,711.7,0.01,TREND_DOWN,SL,4,2024-09-05 08:00:00,2024-09-05 12:00:00
GBPJPY,SELL,189.078,188.40509,189.93871,186.92621,672.91,672.75,0.01,TREND_DOWN,SL,5,2024-09-05 13:00:00,2024-09-05 18:00:00
GBPJPY,BUY,185.884,186.46651,185.08957,187.87007,582.51,582.35,0.01,RANGING,SL,6,2024-09-12 16:00:00,2024-09-12 22:00:00
GBPJPY,SELL,184.822,184.44099,185.80357,182.36807,381.01,380.89,0.01,RANGING,SL,13,2024-09-13 20:00:00,2024-09-16 09:00:00
GBPJPY,BUY,185.7,186.184,184.96514,187.53714,484.0,483.84,0.01,RANGING,SL,13,2024-09-17 05:00:00,2024-09-17 18:00:00
GBPJPY,BUY,188.556,189.51526,187.406,191.431,959.26,959.08,0.01,TREND_UP,SL,4,2024-09-19 11:00:00,2024-09-19 15:00:00
GBPJPY,BUY,189.354,189.85786,188.08771,192.51971,503.86,503.71,0.01,TREND_UP,SL,9,2024-09-19 19:00:00,2024-09-20 04:00:00
GBPJPY,SELL,192.207,192.77586,192.77586,190.78486,-568.86,-569.02,0.01,TREND_UP,SL,4,2024-09-25 09:00:00,2024-09-25 13:00:00
GBPJPY,BUY,194.32,191.703,193.52771,196.30071,-2617.0,-2617.16,0.01,TREND_UP,SL,4,2024-09-27 07:00:00,2024-09-27 12:00:00
GBPJPY,SELL,190.902,189.98206,191.97829,188.21129,919.94,919.79,0.01,TREND_DOWN,SL,8,2024-09-30 03:00:00,2024-09-30 11:00:00
GBPJPY,BUY,192.298,191.43229,191.43229,194.46229,-865.71,-865.85,0.01,TREND_UP,SL,3,2024-10-01 12:00:00,2024-10-01 15:00:00
GBPJPY,SELL,190.777,191.88586,191.88586,188.00486,-1108.86,-1109.02,0.01,RANGING,SL,9,2024-10-02 04:00:00,2024-10-02 13:00:00
GBPJPY,BUY,194.319,193.46629,193.46629,196.45079,-852.71,-852.85,0.01,TREND_UP,SL,1,2024-10-03 09:00:00,2024-10-03 10:00:00
GBPJPY,SELL,192.595,191.94448,193.60343,190.07393,650.52,650.32,0.01,TREND_UP,SL,11,2024-10-03 23:00:00,2024-10-04 10:00:00
GBPJPY,BUY,194.765,193.82371,193.82371,197.11821,-941.29,-941.43,0.01,TREND_UP,SL,9,2024-10-07 05:00:00,2024-10-07 14:00:00
GBPJPY,SELL,193.798,193.29736,194.48386,192.08336,500.64,500.16,0.01,RANGING,SL,2,2024-10-08 02:00:00,2024-10-08 04:00:00
GBPJPY,BUY,194.083,194.45231,193.6915,195.127,738.62,738.3,0.02,RANGING,SL,4,2024-10-09 07:00:00,2024-10-09 11:00:00
GBPJPY,BUY,194.957,195.35301,194.43657,196.25807,792.02,790.81,0.02,TREND_UP,SL,8,2024-10-10 02:00:00,2024-10-10 10:00:00
GBPJPY,SELL,194.135,194.76086,194.76086,192.57036,-625.86,-625.98,0.01,RANGING,SL,8,2024-10-11 08:00:00,2024-10-11 16:00:00
GBPJPY,BUY,194.842,195.1857,194.28729,196.22879,687.4,687.05,0.02,RANGING,SL,13,2024-10-12 01:00:00,2024-10-14 14:00:00
GBPJPY,BUY,195.472,195.06686,195.06686,196.48486,-810.28,-810.59,0.02,TREND_UP,SL,3,2024-10-15 07:00:00,2024-10-15 10:00:00
GBPJPY,BUY,195.264,195.87419,194.70286,196.66686,610.19,610.03,0.01,RANGING,SL,7,2024-10-18 05:00:00,2024-10-18 12:00:00
GBPJPY,BUY,195.412,194.85014,194.85014,196.81664,-561.86,-562.0,0.01,TREND_UP,SL,6,2024-10-18 14:00:00,2024-10-18 20:00:00
GBPJPY,SELL,194.94,195.43571,195.43571,193.70071,-991.42,-991.75,0.02,RANGING,SL,7,2024-10-21 11:00:00,2024-10-21 18:00:00
GBPJPY,BUY,195.544,196.31591,195.07071,196.72721,1543.82,1543.51,0.02,RANGING,SL,6,2024-10-22 04:00:00,2024-10-22 10:00:00
GBPJPY,BUY,197.802,197.00871,197.00871,199.78521,-793.29,-793.41,0.01,TREND_UP,SL,3,2024-10-23 20:00:00,2024-10-23 23:00:00
