sym,trades,wr,pnl,avg_win,avg_loss,pf
AUDUSD,2,100.0,125.5,62.75,0.0,125.5
EURUSD,12,33.33333333333333,-35.75000000000001,56.95,-37.65,0.8643521153481313
GBPUSD,11,63.63636363636363,-10.970000000000002,3.482857142857143,-11.783333333333333,0.6896746817538897
NZDUSD,1,0.0,0.0,0.0,0.0,0.0
USDCAD,11,45.45454545454545,-90.86,50.48799999999999,-68.66,0.7353335275269443
USDCHF,10,60.0,301.09000000000003,138.34166666666667,-176.31999999999996,1.5692112825166369
