Symbol,Timeframe,Period,Type,Trades,WR,PnL,PF,DD_Max,Significant
AUDUSD,D1,2025-11,month,1,0.0%,-687.0,0.0,0.3,False
AUDUSD,D1,2025-12,month,4,75.0%,557.23,1.7,0.4,False
AUDUSD,D1,2026-01,month,2,100.0%,1204.31,inf,0.0,False
AUDUSD,D1,2026-02,month,2,100.0%,365.72,inf,0.0,False
AUDUSD,D1,2026-03,month,1,0.0%,-800.0,0.0,0.4,False
AUDUSD,D1,2026-04,month,1,100.0%,121.01,inf,0.0,False
AUDUSD,D1,2026-05,month,2,50.0%,-390.21,0.51,0.4,False
AUDUSD,H1,2010-04,month,2,50.0%,-229.34,0.18,0.1,False
AUDUSD,H1,2010-05,month,48,72.9%,2179.34,1.27,0.9,True
AUDUSD,H1,2010-06,month,49,69.4%,1454.81,1.18,1.2,True
AUDUSD,H1,2010-07,month,49,65.3%,-1391.23,0.83,1.1,True
AUDUSD,H1,2010-08,month,44,63.6%,184.19,1.03,0.8,False
AUDUSD,H1,2010-09,month,46,71.7%,2176.26,1.52,0.5,True
AUDUSD,H1,2010-10,month,50,70.0%,2573.27,1.36,1.1,True
AUDUSD,H1,2010-11,month,47,66.0%,-1824.5,0.77,1.4,True
AUDUSD,H1,2010-12,month,49,77.6%,2612.13,1.65,0.5,True
AUDUSD,H1,2011-01,month,49,71.4%,886.46,1.17,1.2,True
AUDUSD,H1,2011-02,month,50,64.0%,-542.83,0.9,1.1,True
AUDUSD,H1,2011-03,month,52,73.1%,3703.12,1.71,0.7,True
AUDUSD,H1,2011-04,month,51,74.5%,4284.27,1.96,0.7,True
AUDUSD,H1,2011-05,month,50,72.0%,1233.1,1.19,0.7,True
AUDUSD,H1,2011-06,month,45,64.4%,-192.87,0.97,1.1,False
AUDUSD,H1,2011-07,month,44,77.3%,2101.55,1.49,0.6,True
AUDUSD,H1,2011-08,month,51,74.5%,5560.57,1.78,1.0,True
AUDUSD,H1,2011-09,month,55,74.5%,5198.29,1.69,1.4,True
AUDUSD,H1,2011-10,month,51,76.5%,3879.99,1.53,0.9,True
AUDUSD,H1,2011-11,month,49,55.1%,-5117.67,0.61,2.9,False
AUDUSD,H1,2011-12,month,44,68.2%,620.51,1.1,0.9,True
AUDUSD,H1,2012-01,month,44,56.8%,-2124.58,0.71,1.1,False
AUDUSD,H1,2012-02,month,51,58.8%,-3043.56,0.64,1.9,False
AUDUSD,H1,2012-03,month,56,76.8%,1581.6,1.29,0.6,True
AUDUSD,H1,2012-04,month,44,68.2%,-37.21,0.99,1.0,True
AUDUSD,H1,2012-05,month,55,61.8%,-860.65,0.89,1.0,False
AUDUSD,H1,2012-06,month,47,70.2%,1126.53,1.2,0.8,True
AUDUSD,H1,2012-07,month,48,70.8%,1027.52,1.22,0.5,True
AUDUSD,H1,2012-08,month,51,64.7%,-951.81,0.81,0.8,True
AUDUSD,H1,2012-09,month,54,75.9%,2415.09,1.65,0.6,True
AUDUSD,H1,2012-10,month,49,71.4%,386.11,1.09,0.9,True
AUDUSD,H1,2012-11,month,49,67.3%,391.26,1.11,0.4,True
AUDUSD,H1,2012-12,month,39,59.0%,19.89,1.01,0.5,False
AUDUSD,H1,2013-01,month,51,64.7%,85.95,1.02,1.2,True
AUDUSD,H1,2013-02,month,49,69.4%,185.02,1.04,0.8,True
AUDUSD,H1,2013-03,month,43,65.1%,58.69,1.02,0.5,True
AUDUSD,H1,2013-04,month,53,66.0%,503.64,1.1,0.7,True
AUDUSD,H1,2013-05,month,49,65.3%,-1011.0,0.85,1.2,True
AUDUSD,H1,2013-06,month,46,69.6%,3240.63,1.44,0.7,True
AUDUSD,H1,2013-07,month,52,65.4%,338.18,1.04,1.0,True
AUDUSD,H1,2013-08,month,48,58.3%,-1638.74,0.77,1.5,False
AUDUSD,H1,2013-09,month,48,68.8%,-6.8,1.0,1.0,True
AUDUSD,H1,2013-10,month,42,71.4%,1063.34,1.32,0.6,True
AUDUSD,H1,2013-11,month,49,67.3%,562.3,1.13,0.8,True
AUDUSD,H1,2013-12,month,42,54.8%,-1305.33,0.75,0.8,False
AUDUSD,H1,2014-01,month,51,72.5%,970.45,1.2,0.8,True
AUDUSD,H1,2014-02,month,42,64.3%,548.36,1.14,0.7,False
AUDUSD,H1,2014-03,month,56,82.1%,3212.08,2.18,0.2,True
AUDUSD,H1,2014-04,month,41,68.3%,-335.84,0.89,0.6,True
AUDUSD,H1,2014-05,month,44,65.9%,176.97,1.06,0.5,True
AUDUSD,H1,2014-06,month,41,70.7%,345.5,1.16,0.2,True
AUDUSD,H1,2014-07,month,49,77.6%,1496.02,1.75,0.2,True
AUDUSD,H1,2014-08,month,39,69.2%,213.35,1.1,0.3,True
AUDUSD,H1,2014-09,month,55,63.6%,683.56,1.12,0.8,True
AUDUSD,H1,2014-10,month,55,60.0%,-2933.89,0.66,1.7,False
AUDUSD,H1,2014-11,month,50,68.0%,355.81,1.07,0.7,True
AUDUSD,H1,2014-12,month,41,53.7%,-2456.67,0.55,1.4,False
AUDUSD,H1,2015-01,month,44,63.6%,1258.72,1.21,1.0,False
AUDUSD,H1,2015-02,month,43,60.5%,-2009.94,0.64,1.5,False
AUDUSD,H1,2015-03,month,50,72.0%,1091.93,1.21,1.1,True
AUDUSD,H1,2015-04,month,51,66.7%,-282.49,0.95,1.2,True
AUDUSD,H1,2015-05,month,53,81.1%,2398.07,1.79,0.5,True
AUDUSD,H1,2015-06,month,49,61.2%,-420.96,0.93,0.8,False
AUDUSD,H1,2015-07,month,48,70.8%,5.64,1.0,0.6,True
AUDUSD,H1,2015-08,month,42,57.1%,-2237.6,0.58,1.2,False
AUDUSD,H1,2015-09,month,45,68.9%,918.63,1.22,0.6,True
AUDUSD,H1,2015-10,month,52,63.5%,-48.19,0.99,1.0,False
AUDUSD,H1,2015-11,month,42,76.2%,1060.12,1.47,0.3,True
AUDUSD,H1,2015-12,month,50,72.0%,973.41,1.26,0.5,True
AUDUSD,H1,2016-01,month,48,68.8%,954.92,1.17,1.1,True
AUDUSD,H1,2016-02,month,40,60.0%,-1065.91,0.81,1.3,False
AUDUSD,H1,2016-03,month,53,77.4%,3163.0,1.92,0.5,True
AUDUSD,H1,2016-04,month,44,75.0%,1026.09,1.28,0.4,True
AUDUSD,H1,2016-05,month,53,79.2%,2301.81,1.74,0.4,True
AUDUSD,H1,2016-06,month,52,73.1%,392.85,1.07,1.0,True
AUDUSD,H1,2016-07,month,49,67.3%,127.78,1.03,0.8,True
AUDUSD,H1,2016-08,month,55,69.1%,-418.28,0.91,0.6,True
AUDUSD,H1,2016-09,month,44,61.4%,-412.08,0.91,0.6,False
AUDUSD,H1,2016-10,month,44,65.9%,-316.73,0.91,0.7,True
AUDUSD,H1,2016-11,month,48,64.6%,-735.39,0.86,0.8,True
AUDUSD,H1,2016-12,month,45,71.1%,1521.14,1.51,0.6,True
AUDUSD,H1,2017-01,month,40,62.5%,-462.24,0.89,0.8,False
AUDUSD,H1,2017-02,month,36,52.8%,-1712.66,0.53,1.1,False
AUDUSD,H1,2017-03,month,47,72.3%,792.96,1.29,0.4,True
AUDUSD,H1,2017-04,month,42,64.3%,-52.89,0.98,0.4,False
AUDUSD,H1,2017-05,month,50,60.0%,-375.42,0.91,1.0,False
AUDUSD,H1,2017-06,month,43,65.1%,264.77,1.09,0.6,True
AUDUSD,H1,2017-07,month,48,64.6%,-454.44,0.89,0.8,True
AUDUSD,H1,2017-08,month,52,63.5%,-1002.37,0.77,0.8,False
AUDUSD,H1,2017-09,month,47,72.3%,262.42,1.08,0.5,True
AUDUSD,H1,2017-10,month,48,68.8%,-155.12,0.95,0.4,True
AUDUSD,H1,2017-11,month,46,58.7%,-1513.92,0.57,0.9,False
AUDUSD,H1,2017-12,month,46,73.9%,1676.74,1.89,0.2,True
AUDUSD,H1,2018-01,month,43,53.5%,-67.77,0.98,0.7,False
AUDUSD,H1,2018-02,month,44,63.6%,-961.11,0.78,0.8,False
AUDUSD,H1,2018-03,month,41,58.5%,-908.53,0.76,0.9,False
AUDUSD,H1,2018-04,month,38,81.6%,1410.71,2.01,0.2,True
AUDUSD,H1,2018-05,month,49,65.3%,96.61,1.03,0.5,True
AUDUSD,H1,2018-06,month,49,75.5%,475.65,1.17,0.5,True
AUDUSD,H1,2018-07,month,54,68.5%,-71.11,0.98,0.4,True
AUDUSD,H1,2018-08,month,55,78.2%,2418.26,2.06,0.2,True
AUDUSD,H1,2018-09,month,37,59.5%,-377.24,0.87,0.5,False
AUDUSD,H1,2018-10,month,52,55.8%,-1454.17,0.64,0.9,False
AUDUSD,H1,2018-11,month,45,73.3%,1033.2,1.37,0.5,True
AUDUSD,H1,2018-12,month,34,61.8%,195.54,1.06,0.7,False
AUDUSD,H1,2019-01,month,42,64.3%,-589.01,0.85,0.6,False
AUDUSD,H1,2019-02,month,39,66.7%,32.64,1.01,0.7,True
AUDUSD,H1,2019-03,month,36,55.6%,-1284.47,0.61,0.7,False
AUDUSD,H1,2019-04,month,42,66.7%,-257.23,0.91,0.9,True
AUDUSD,H1,2019-05,month,39,66.7%,-623.79,0.76,0.5,True
AUDUSD,H1,2019-06,month,34,79.4%,874.88,1.75,0.4,True
AUDUSD,H1,2019-07,month,54,77.8%,1652.74,1.86,0.2,True
AUDUSD,H1,2019-08,month,36,50.0%,-1874.45,0.55,1.5,False
AUDUSD,H1,2019-09,month,35,57.1%,-836.91,0.69,0.8,False
AUDUSD,H1,2019-10,month,48,75.0%,1499.91,1.69,0.3,True
AUDUSD,H1,2019-11,month,25,48.0%,-1257.68,0.41,0.6,False
AUDUSD,H1,2019-12,month,45,77.8%,1130.32,1.64,0.3,True
AUDUSD,H1,2020-01,month,48,72.9%,815.38,1.42,0.3,True
AUDUSD,H1,2020-02,month,45,60.0%,-715.79,0.78,0.5,False
AUDUSD,H1,2020-03,month,50,66.0%,1800.05,1.19,1.5,True
AUDUSD,H1,2020-04,month,52,67.3%,-147.06,0.98,1.3,True
AUDUSD,H1,2020-05,month,52,63.5%,144.61,1.03,1.0,False
AUDUSD,H1,2020-06,month,50,72.0%,1892.31,1.39,0.5,True
AUDUSD,H1,2020-07,month,52,71.2%,8.53,1.0,1.0,True
AUDUSD,H1,2020-08,month,54,70.4%,104.98,1.03,0.9,True
AUDUSD,H1,2020-09,month,48,70.8%,1010.39,1.29,0.7,True
AUDUSD,H1,2020-10,month,52,67.3%,320.06,1.09,0.7,True
AUDUSD,H1,2020-11,month,45,62.2%,-415.84,0.89,0.5,False
AUDUSD,H1,2020-12,month,49,65.3%,-68.6,0.98,0.5,True
AUDUSD,H1,2021-01,month,47,59.6%,287.23,1.06,0.8,False
AUDUSD,H1,2021-02,month,47,63.8%,270.17,1.08,0.7,False
AUDUSD,H1,2021-03,month,44,65.9%,-844.85,0.81,0.6,True
AUDUSD,H1,2021-04,month,51,58.8%,-904.26,0.8,0.8,False
AUDUSD,H1,2021-05,month,47,66.0%,-574.94,0.85,0.6,True
AUDUSD,H1,2021-06,month,44,68.2%,698.56,1.26,0.5,True
AUDUSD,H1,2021-07,month,51,70.6%,846.76,1.31,0.6,True
AUDUSD,H1,2021-08,month,55,63.6%,171.13,1.05,0.9,True
AUDUSD,H1,2021-09,month,49,75.5%,1231.71,1.48,0.5,True
AUDUSD,H1,2021-10,month,43,67.4%,-226.53,0.92,0.5,True
AUDUSD,H1,2021-11,month,43,72.1%,156.6,1.07,0.6,True
AUDUSD,H1,2021-12,month,55,72.7%,1668.39,1.59,0.3,True
AUDUSD,H1,2022-01,month,51,70.6%,2030.39,1.59,0.3,True
AUDUSD,H1,2022-02,month,42,69.0%,-974.72,0.73,0.9,True
AUDUSD,H1,2022-03,month,44,65.9%,1649.38,1.41,0.4,True
AUDUSD,H1,2022-04,month,54,68.5%,1938.94,1.4,0.6,True
AUDUSD,H1,2022-05,month,50,70.0%,692.63,1.14,0.6,True
AUDUSD,H1,2022-06,month,47,55.3%,-726.43,0.88,1.3,False
AUDUSD,H1,2022-07,month,44,68.2%,-249.88,0.93,0.6,True
AUDUSD,H1,2022-08,month,59,64.4%,566.81,1.1,0.5,True
AUDUSD,H1,2022-09,month,54,64.8%,-815.72,0.86,1.3,True
AUDUSD,H1,2022-10,month,44,75.0%,1144.84,1.26,0.6,True
AUDUSD,H1,2022-11,month,52,69.2%,1435.56,1.26,0.6,True
AUDUSD,H1,2022-12,month,49,63.3%,-32.78,0.99,0.6,False
AUDUSD,H1,2023-01,month,51,62.7%,-602.3,0.9,1.1,False
AUDUSD,H1,2023-02,month,46,60.9%,-1371.8,0.73,1.4,False
AUDUSD,H1,2023-03,month,49,53.1%,-2000.95,0.67,1.2,False
AUDUSD,H1,2023-04,month,49,59.2%,-1510.92,0.67,0.8,False
AUDUSD,H1,2023-05,month,54,68.5%,-636.28,0.82,0.6,True
AUDUSD,H1,2023-06,month,48,66.7%,955.25,1.29,0.4,True
AUDUSD,H1,2023-07,month,53,66.0%,-650.67,0.86,0.8,True
AUDUSD,H1,2023-08,month,48,60.4%,-90.44,0.98,0.8,False
AUDUSD,H1,2023-09,month,39,61.5%,-350.96,0.89,0.6,False
AUDUSD,H1,2023-10,month,54,68.5%,808.96,1.26,0.4,True
AUDUSD,H1,2023-11,month,52,73.1%,608.7,1.22,0.3,True
AUDUSD,H1,2023-12,month,47,63.8%,-204.0,0.94,0.4,False
AUDUSD,H1,2024-01,month,45,57.8%,-1145.26,0.69,0.8,False
AUDUSD,H1,2024-02,month,47,66.0%,-164.16,0.94,0.3,True
AUDUSD,H1,2024-03,month,45,71.1%,714.89,1.34,0.3,True
AUDUSD,H1,2024-04,month,55,69.1%,1181.64,1.4,0.4,True
AUDUSD,H1,2024-05,month,55,74.5%,523.35,1.22,0.4,True
AUDUSD,H1,2024-06,month,48,52.1%,-2124.51,0.4,1.1,False
AUDUSD,H1,2024-07,month,46,76.1%,1192.84,1.71,0.3,True
AUDUSD,H1,2024-08,month,48,68.8%,-150.16,0.96,0.7,True
AUDUSD,H1,2024-09,month,46,54.3%,-1462.58,0.63,1.0,False
AUDUSD,H1,2024-10,month,46,69.6%,402.76,1.16,0.3,True
AUDUSD,H1,2024-11,month,46,58.7%,-731.5,0.84,0.7,False
AUDUSD,H1,2024-12,month,51,54.9%,-2362.71,0.49,1.2,False
AUDUSD,H1,2025-01,month,46,67.4%,-538.89,0.84,0.4,True
AUDUSD,H1,2025-02,month,43,69.8%,406.41,1.14,0.6,True
AUDUSD,H1,2025-03,month,46,63.0%,-72.53,0.98,0.6,False
AUDUSD,H1,2025-04,month,46,69.6%,-324.84,0.93,0.7,True
AUDUSD,H1,2025-05,month,47,68.1%,532.07,1.15,0.6,True
AUDUSD,H1,2025-06,month,45,64.4%,-54.32,0.98,0.7,False
AUDUSD,H1,2025-07,month,48,70.8%,926.54,1.38,0.2,True
AUDUSD,H1,2025-08,month,48,66.7%,101.59,1.04,0.3,True
AUDUSD,H1,2025-09,month,55,74.5%,793.36,1.37,0.4,True
AUDUSD,H1,2025-10,month,52,69.2%,-121.13,0.96,0.6,True
AUDUSD,H1,2025-11,month,44,65.9%,386.27,1.18,0.3,True
AUDUSD,H1,2025-12,month,46,67.4%,71.69,1.03,0.4,True
AUDUSD,H1,2026-01,month,53,81.1%,3756.74,3.05,0.3,True
AUDUSD,H1,2026-02,month,45,66.7%,450.83,1.14,0.6,True
AUDUSD,H1,2026-03,month,55,69.1%,1792.83,1.34,0.7,True
AUDUSD,H1,2026-04,month,48,62.5%,-1338.02,0.68,1.0,False
AUDUSD,H1,2026-05,month,46,60.9%,-188.18,0.95,0.7,False
AUDUSD,H1,2026-06,month,7,57.1%,-286.62,0.44,0.2,False
AUDUSD,H4,2000-04,month,4,75.0%,69.85,1.18,0.2,False
AUDUSD,H4,2000-05,month,10,80.0%,1111.47,2.1,0.3,False
AUDUSD,H4,2000-06,month,9,77.8%,2064.29,2.74,0.6,False
AUDUSD,H4,2000-07,month,11,54.5%,-644.06,0.76,0.7,False
AUDUSD,H4,2000-08,month,11,54.5%,-952.79,0.65,1.1,False
AUDUSD,H4,2000-09,month,12,100.0%,2900.83,inf,0.0,True
AUDUSD,H4,2000-10,month,11,63.6%,-401.02,0.84,0.7,False
AUDUSD,H4,2000-11,month,8,87.5%,1662.19,4.6,0.2,True
AUDUSD,H4,2000-12,month,11,63.6%,-578.32,0.69,0.6,False
AUDUSD,H4,2001-01,month,14,64.3%,-799.28,0.73,0.8,False
AUDUSD,H4,2001-02,month,10,70.0%,-635.7,0.64,0.5,False
AUDUSD,H4,2001-03,month,14,57.1%,-838.78,0.76,1.5,False
AUDUSD,H4,2001-04,month,9,55.6%,-910.57,0.69,0.9,False
AUDUSD,H4,2001-05,month,13,76.9%,130.05,1.08,0.6,False
AUDUSD,H4,2001-06,month,13,69.2%,-547.71,0.76,0.5,False
AUDUSD,H4,2001-07,month,7,57.1%,-678.15,0.52,0.5,False
AUDUSD,H4,2001-08,month,10,70.0%,429.58,1.26,0.6,False
AUDUSD,H4,2001-09,month,8,87.5%,1798.1,5.01,0.2,True
AUDUSD,H4,2001-10,month,9,66.7%,-162.63,0.91,0.7,False
AUDUSD,H4,2001-11,month,8,62.5%,-617.64,0.51,0.5,False
AUDUSD,H4,2001-12,month,7,85.7%,235.42,1.59,0.2,False
AUDUSD,H4,2002-01,month,14,78.6%,421.37,1.32,0.5,True
AUDUSD,H4,2002-02,month,5,40.0%,-998.79,0.19,0.6,False
AUDUSD,H4,2002-03,month,9,55.6%,-495.88,0.64,0.7,False
AUDUSD,H4,2002-04,month,9,66.7%,-183.71,0.8,0.2,False
AUDUSD,H4,2002-05,month,12,83.3%,1273.48,2.6,0.2,True
AUDUSD,H4,2002-06,month,10,60.0%,-215.21,0.91,0.7,False
AUDUSD,H4,2002-07,month,10,60.0%,-894.77,0.59,0.8,False
AUDUSD,H4,2002-08,month,10,70.0%,-645.78,0.61,0.7,False
AUDUSD,H4,2002-09,month,8,37.5%,-1589.86,0.2,0.8,False
AUDUSD,H4,2002-10,month,7,57.1%,-409.5,0.59,0.2,False
AUDUSD,H4,2002-11,month,6,66.7%,-279.99,0.69,0.4,False
AUDUSD,H4,2002-12,month,4,75.0%,20.5,1.11,0.1,False
AUDUSD,H4,2003-01,month,9,77.8%,1123.5,2.34,0.4,False
AUDUSD,H4,2003-02,month,9,66.7%,-37.65,0.97,0.6,False
AUDUSD,H4,2003-03,month,10,80.0%,555.86,1.41,0.4,False
AUDUSD,H4,2003-04,month,8,75.0%,1027.79,2.3,0.4,False
AUDUSD,H4,2003-05,month,12,66.7%,-21.75,0.99,0.9,False
AUDUSD,H4,2003-06,month,9,66.7%,-571.36,0.68,0.8,False
AUDUSD,H4,2003-07,month,13,92.3%,2948.93,6.32,0.3,True
AUDUSD,H4,2003-08,month,11,63.6%,81.06,1.03,0.5,False
AUDUSD,H4,2003-09,month,6,50.0%,-114.0,0.94,0.4,False
AUDUSD,H4,2003-10,month,8,50.0%,-1125.57,0.57,1.0,False
AUDUSD,H4,2003-11,month,5,80.0%,207.5,1.3,0.3,False
AUDUSD,H4,2003-12,month,9,77.8%,596.0,1.48,0.6,False
AUDUSD,H4,2004-01,month,10,70.0%,366.8,1.17,0.7,False
AUDUSD,H4,2004-02,month,10,100.0%,2453.63,inf,0.0,True
AUDUSD,H4,2004-03,month,12,50.0%,-1541.47,0.66,1.5,False
AUDUSD,H4,2004-04,month,15,46.7%,-3284.24,0.43,1.8,False
AUDUSD,H4,2004-05,month,12,75.0%,-388.27,0.82,0.4,False
AUDUSD,H4,2004-06,month,9,44.4%,-1730.9,0.49,1.3,False
AUDUSD,H4,2004-07,month,13,84.6%,1212.24,1.84,0.4,True
AUDUSD,H4,2004-08,month,9,66.7%,760.28,1.4,0.3,False
AUDUSD,H4,2004-09,month,7,71.4%,468.06,1.34,0.6,False
AUDUSD,H4,2004-10,month,8,62.5%,-487.21,0.73,0.6,False
AUDUSD,H4,2004-11,month,13,76.9%,1084.25,1.51,0.7,False
AUDUSD,H4,2004-12,month,10,70.0%,-186.96,0.91,0.8,False
AUDUSD,H4,2005-01,month,11,72.7%,95.07,1.04,1.0,False
AUDUSD,H4,2005-02,month,8,62.5%,-537.33,0.69,0.6,False
AUDUSD,H4,2005-03,month,9,55.6%,-890.53,0.69,1.0,False
AUDUSD,H4,2005-04,month,8,62.5%,-945.79,0.49,0.8,False
AUDUSD,H4,2005-05,month,7,71.4%,-0.42,1.0,0.3,False
AUDUSD,H4,2005-06,month,11,63.6%,-507.28,0.76,0.6,False
AUDUSD,H4,2005-07,month,14,71.4%,-153.86,0.93,0.8,False
AUDUSD,H4,2005-08,month,12,66.7%,-942.58,0.6,0.7,False
AUDUSD,H4,2005-09,month,9,66.7%,-595.5,0.58,0.6,False
AUDUSD,H4,2005-10,month,8,62.5%,-260.0,0.8,0.3,False
AUDUSD,H4,2005-11,month,8,62.5%,-810.07,0.48,0.8,False
AUDUSD,H4,2005-12,month,11,90.9%,1756.35,4.42,0.3,True
AUDUSD,H4,2006-01,month,9,55.6%,275.71,1.14,1.0,False
AUDUSD,H4,2006-02,month,3,66.7%,125.79,1.23,0.3,False
AUDUSD,H4,2006-03,month,11,90.9%,2067.81,4.9,0.3,True
AUDUSD,H4,2006-04,month,12,91.7%,2469.93,5.5,0.3,True
AUDUSD,H4,2006-05,month,13,69.2%,124.84,1.05,0.7,False
AUDUSD,H4,2006-06,month,11,63.6%,-1205.64,0.52,1.1,False
AUDUSD,H4,2006-07,month,10,100.0%,2685.86,inf,0.0,True
AUDUSD,H4,2006-08,month,5,40.0%,-1037.36,0.3,0.7,False
AUDUSD,H4,2006-09,month,8,75.0%,482.72,1.51,0.3,False
AUDUSD,H4,2006-10,month,10,90.0%,1049.84,4.04,0.2,True
AUDUSD,H4,2006-11,month,11,72.7%,1119.14,1.81,0.5,False
AUDUSD,H4,2006-12,month,8,25.0%,-1387.86,0.5,0.8,False
AUDUSD,H4,2007-01,month,14,85.7%,1936.61,3.38,0.2,True
AUDUSD,H4,2007-02,month,13,69.2%,-212.15,0.83,0.4,False
AUDUSD,H4,2007-03,month,14,85.7%,2010.51,3.09,0.3,True
AUDUSD,H4,2007-04,month,14,71.4%,819.86,1.43,0.5,False
AUDUSD,H4,2007-05,month,12,66.7%,-76.22,0.95,0.5,False
AUDUSD,H4,2007-06,month,12,83.3%,1198.22,1.95,0.6,True
AUDUSD,H4,2007-07,month,16,81.2%,1059.74,1.71,0.7,True
AUDUSD,H4,2007-08,month,16,75.0%,3278.1,2.02,0.7,True
AUDUSD,H4,2007-09,month,13,84.6%,3085.44,3.19,0.4,True
AUDUSD,H4,2007-10,month,11,72.7%,682.66,1.31,0.7,False
AUDUSD,H4,2007-11,month,10,60.0%,308.08,1.1,0.5,False
AUDUSD,H4,2007-12,month,12,83.3%,2308.26,2.51,0.4,True
AUDUSD,H4,2008-01,month,14,64.3%,-12.3,1.0,0.8,False
AUDUSD,H4,2008-02,month,13,76.9%,700.84,1.31,0.4,False
AUDUSD,H4,2008-03,month,9,33.3%,-2921.72,0.37,1.5,False
AUDUSD,H4,2008-04,month,14,57.1%,-1415.6,0.68,1.1,False
AUDUSD,H4,2008-05,month,9,44.4%,-2302.11,0.36,1.4,False
AUDUSD,H4,2008-06,month,14,85.7%,1948.69,3.01,0.3,True
AUDUSD,H4,2008-07,month,15,73.3%,1884.41,1.76,0.7,False
AUDUSD,H4,2008-08,month,15,73.3%,1772.98,1.59,1.2,False
AUDUSD,H4,2008-09,month,14,71.4%,-60.69,0.98,1.3,False
AUDUSD,H4,2008-10,month,17,76.5%,2528.88,1.79,1.0,True
AUDUSD,H4,2008-11,month,8,37.5%,-2339.64,0.42,1.2,False
AUDUSD,H4,2008-12,month,9,44.4%,-2801.97,0.26,1.4,False
AUDUSD,H4,2009-01,month,12,58.3%,-197.61,0.95,1.4,False
AUDUSD,H4,2009-02,month,12,58.3%,-1674.26,0.58,0.8,False
AUDUSD,H4,2009-03,month,12,75.0%,407.82,1.17,1.2,False
AUDUSD,H4,2009-04,month,11,45.5%,-3037.12,0.35,1.5,False
AUDUSD,H4,2009-05,month,14,71.4%,1350.76,1.42,0.9,False
AUDUSD,H4,2009-06,month,14,64.3%,-1773.99,0.56,1.5,False
AUDUSD,H4,2009-07,month,12,66.7%,244.44,1.08,1.1,False
AUDUSD,H4,2009-08,month,13,46.2%,-3053.25,0.42,2.2,False
AUDUSD,H4,2009-09,month,8,87.5%,1217.34,2.52,0.4,True
AUDUSD,H4,2009-10,month,12,66.7%,-67.58,0.98,1.3,False
AUDUSD,H4,2009-11,month,9,88.9%,2535.5,4.17,0.4,True
AUDUSD,H4,2009-12,month,17,76.5%,2483.58,1.79,0.8,True
AUDUSD,H4,2010-01,month,10,90.0%,3717.1,5.65,0.4,True
AUDUSD,H4,2010-02,month,9,77.8%,1920.95,2.3,0.4,False
AUDUSD,H4,2010-03,month,13,61.5%,-934.97,0.67,0.8,False
AUDUSD,H4,2010-04,month,8,50.0%,-695.66,0.66,0.9,False
AUDUSD,H4,2010-05,month,14,78.6%,3851.72,2.86,0.4,True
AUDUSD,H4,2010-06,month,15,66.7%,2233.28,1.58,0.7,False
AUDUSD,H4,2010-07,month,12,83.3%,1998.04,2.25,0.4,True
AUDUSD,H4,2010-08,month,14,50.0%,-2479.58,0.52,2.0,False
AUDUSD,H4,2010-09,month,13,92.3%,3778.2,5.72,0.4,True
AUDUSD,H4,2010-10,month,12,41.7%,-3866.23,0.29,1.9,False
AUDUSD,H4,2010-11,month,12,58.3%,-1817.45,0.55,1.6,False
AUDUSD,H4,2010-12,month,14,57.1%,-700.22,0.84,1.3,False
AUDUSD,H4,2011-01,month,11,54.5%,-2400.05,0.36,1.9,False
AUDUSD,H4,2011-02,month,11,63.6%,120.57,1.04,0.8,False
AUDUSD,H4,2011-03,month,16,68.8%,699.05,1.2,0.8,False
AUDUSD,H4,2011-04,month,11,54.5%,-1545.46,0.58,1.4,False
AUDUSD,H4,2011-05,month,13,69.2%,-697.07,0.78,1.1,False
AUDUSD,H4,2011-06,month,8,62.5%,-1151.48,0.48,0.9,False
AUDUSD,H4,2011-07,month,10,70.0%,-539.63,0.78,0.8,False
AUDUSD,H4,2011-08,month,16,75.0%,3235.67,2.01,1.2,True
AUDUSD,H4,2011-09,month,11,63.6%,-555.32,0.83,0.8,False
AUDUSD,H4,2011-10,month,17,64.7%,2709.57,1.56,0.8,False
AUDUSD,H4,2011-11,month,13,84.6%,2500.57,2.56,0.4,True
AUDUSD,H4,2011-12,month,12,91.7%,3724.83,5.66,0.4,True
AUDUSD,H4,2012-01,month,13,61.5%,668.76,1.18,0.7,False
AUDUSD,H4,2012-02,month,11,36.4%,-3679.5,0.3,2.3,False
AUDUSD,H4,2012-03,month,13,46.2%,-3414.8,0.37,2.3,False
AUDUSD,H4,2012-04,month,9,55.6%,-227.53,0.9,0.5,False
AUDUSD,H4,2012-05,month,16,81.2%,2225.2,1.99,0.8,True
AUDUSD,H4,2012-06,month,15,60.0%,-798.72,0.82,0.7,False
AUDUSD,H4,2012-07,month,14,71.4%,774.82,1.28,0.4,False
AUDUSD,H4,2012-08,month,12,75.0%,1021.78,1.84,0.3,False
AUDUSD,H4,2012-09,month,14,64.3%,902.34,1.27,1.0,False
AUDUSD,H4,2012-10,month,10,60.0%,-331.96,0.85,0.8,False
AUDUSD,H4,2012-11,month,10,50.0%,-1529.78,0.32,0.8,False
AUDUSD,H4,2012-12,month,11,90.9%,1234.76,3.77,0.2,True
AUDUSD,H4,2013-01,month,11,54.5%,-1750.42,0.31,0.9,False
AUDUSD,H4,2013-02,month,10,60.0%,-854.17,0.59,1.0,False
AUDUSD,H4,2013-03,month,13,69.2%,-217.16,0.88,0.6,False
AUDUSD,H4,2013-04,month,13,61.5%,-23.76,0.99,0.7,False
