bar,action,entry,exit,result,profit_usd,lot,score
10940,SELL,53680.5,53891.47958786049,SL,-861.7744961201134,0.040846344656334695,0.95
10941,SELL,53708.5,53917.26676015617,SL,-858.3273981356248,0.041114179167868754,0.95
10994,SELL,53378.0,53643.16704401566,SL,-854.8940885431036,0.032239831752720285,0.95
10996,SELL,53368.5,53629.041992033905,SL,-851.4745121889106,0.03268089360728107,0.95
10997,SELL,53363.5,53621.146135460054,SL,-848.0686141401555,0.03291602308048751,0.95
10998,SELL,53393.0,53645.74284007005,SL,-844.6763396836006,0.03342038648649689,0.95
11017,BUY,53740.5,53495.34066000001,SL,-841.2976343248746,0.034316360711564374,0.95
11029,SELL,53430.5,53774.893434055266,SL,-837.9324437875739,0.02433067419203782,0.943
11212,BUY,55933.0,56383.04801517369,TP,2225.548570699783,0.049451358425408286,0.95
11234,BUY,56468.5,57114.355910948136,TP,2108.7072707380516,0.03264980988781858,0.935
11345,SELL,56510.0,56905.651756577325,SL,-851.9177373781704,0.021532009480960682,0.807
11347,SELL,56500.0,56896.22523908963,SL,-848.5100664286579,0.021414841426512773,0.807
11348,SELL,56560.0,56945.780579154656,SL,-845.1160261629389,0.02190665035587857,0.807
11349,SELL,56513.5,56885.93910921504,SL,-841.7355620582921,0.02260062225560443,0.807
11350,SELL,56500.5,56869.122029985396,SL,-838.3686198100626,0.022743312976798415,0.807
11362,BUY,56420.5,56960.998342789215,TP,2226.7070542155093,0.041197296604550133,0.807
11364,SELL,56450.5,56648.47363507279,SL,-843.9219735476896,0.04262799807850157,0.95
11455,BUY,57798.5,58278.18944197314,TP,2101.365714133744,0.04380679519420004,0.95
11542,SELL,58404.0,58607.05557154343,SL,-848.9517485100206,0.041808837948011685,0.95
11543,SELL,58404.5,58603.1230307189,SL,-845.5559415159942,0.042570891122522804,0.95
11544,SELL,58372.0,58572.86424281041,SL,-842.1737177499143,0.041927508150110704,0.95
11545,SELL,58359.5,58557.44536832395,SL,-838.8050228789108,0.04237558221145958,0.95
11546,SELL,58389.5,58534.58695293989,SL,-835.4498027873906,0.057582696848938,0.95
11547,SELL,58397.0,58538.95574201562,SL,-832.1080035762783,0.058617424822781684,0.95
11711,BUY,59286.5,59159.48311950637,SL,-828.7795715619757,0.06524956118754,0.95
11728,SELL,59000.5,58542.41098829615,TP,2063.6611331892555,0.04504934806258546,0.95
11729,SELL,58995.5,58553.167346275,TP,2084.2977445211436,0.04712059412681174,0.769
11781,BUY,59595.5,59329.712771287275,SL,-842.0562887865397,0.031681593312998246,0.95
11782,BUY,59602.5,59342.84043048104,SL,-838.6880636314006,0.03229952453457172,0.665
11811,SELL,59074.5,59298.569638836714,SL,-835.3333113768847,0.03728007577080158,0.807
11812,SELL,59059.5,59273.457521776945,SL,-831.9919781313627,0.03888584851897519,0.807
11813,SELL,59037.0,59247.19269879288,SL,-828.6640102188537,0.03942401496235588,0.807
11816,BUY,59027.0,58842.353640944624,SL,-825.3493541779604,0.044698923845578595,0.934
11867,BUY,58985.0,59484.36395509732,TP,2192.1278846966866,0.04389840040155646,0.95
11868,BUY,58970.0,59455.26652973322,TP,2215.510582133442,0.045655540746884764,0.95
11869,BUY,58960.0,59430.60463475228,TP,2239.142695009544,0.04758012415641007,0.95
11915,BUY,59455.5,59248.58574520373,SL,-848.6350814086193,0.0410138529239659,0.712
