bar,action,entry,exit,result,profit_usd,lot,score
10000,BUY,6826.48,6821.577970529622,SL,-490.20294703777836,1.0,0.769
10001,BUY,6824.68,6819.836686920364,SL,-484.3313079636573,1.0,0.769
10011,SELL,6818.97,6823.264674270188,SL,-429.46742701878975,1.0,0.807
10013,SELL,6821.67,6826.113999753376,SL,-444.39997533763744,1.0,0.95
10016,SELL,6819.23,6824.209336537233,SL,-497.9336537233394,1.0,0.95
10017,SELL,6819.98,6824.844526784574,SL,-486.4526784574082,1.0,0.807
10037,BUY,6832.43,6822.6876480517385,SL,-788.6688480418658,0.8095261310925836,0.665
10060,SELL,6820.08,6797.674366803669,TP,1963.7854316241574,0.8764695085456118,0.712
10062,SELL,6817.28,6794.152693825612,TP,1983.4232859404256,0.8576110295703012,0.95
10079,SELL,6766.77,6780.824709142505,SL,-801.3030075199493,0.5701313341993346,0.565
10080,SELL,6765.87,6779.220801346611,SL,-798.0977954898575,0.5977901811058431,0.565
10082,SELL,6766.63,6779.455078712129,SL,-794.9054043078992,0.6198054781185499,0.565
10092,BUY,6766.18,6789.549975465466,TP,2111.268753841773,0.9034107703543249,0.769
10093,BUY,6766.03,6782.734090056306,TP,1670.4090056306086,1.0,0.769
10094,BUY,6769.27,6786.302369337999,TP,1703.2369337998716,1.0,0.95
10095,BUY,6767.33,6783.895771528141,TP,1656.577152814134,1.0,0.95
10106,BUY,6774.08,6788.40323564555,TP,1432.3235645550085,1.0,0.95
10109,BUY,6775.37,6791.170830434866,TP,1580.083043486593,1.0,0.95
10110,BUY,6775.03,6790.452199689518,TP,1542.2199689518493,1.0,0.95
10111,BUY,6776.63,6792.202042568839,TP,1557.2042568838697,1.0,0.95
10113,BUY,6776.63,6792.007832623131,TP,1537.7832623131326,1.0,0.95
10205,BUY,6897.08,6891.422233566461,SL,-565.7766433539109,1.0,0.95
10206,BUY,6895.78,6910.332564502096,TP,1455.2564502096175,1.0,0.95
10207,BUY,6898.13,6892.478660575163,SL,-565.1339424836806,1.0,0.95
10208,BUY,6897.83,6892.207327676937,SL,-562.2672323062943,1.0,0.95
10282,SELL,6965.88,6970.353485331825,SL,-447.34853318250316,1.0,0.95
10295,SELL,6964.67,6969.518543497732,SL,-484.8543497731953,1.0,0.95
10325,BUY,6988.08,7017.689359088183,TP,2256.5592252165657,0.7621101214977545,0.95
10326,BUY,6989.58,7020.074404867598,TP,2280.6291902855132,0.7478844726393766,0.95
10395,SELL,7029.63,7035.056548962518,SL,-542.65489625177,1.0,0.95
10396,SELL,7028.08,7033.681438322338,SL,-560.1438322338254,1.0,0.95
10399,SELL,7030.33,7036.205796280677,SL,-587.5796280676695,1.0,0.807
10443,BUY,7042.37,7057.8889609309335,TP,1551.8960930933645,1.0,0.95
10448,BUY,7045.48,7040.066552670814,SL,-541.3447329185146,1.0,0.95
10450,BUY,7046.58,7041.544323476366,SL,-503.56765236338106,1.0,0.712
10473,BUY,7047.38,7057.28665026335,TP,990.6650263349547,1.0,0.95
10486,BUY,7055.08,7069.103862469739,TP,1402.386246973947,1.0,0.95
10515,BUY,7118.48,7102.437781229743,SL,-869.1970896164962,0.541818499089462,0.95
10539,SELL,7084.07,7097.073933063516,SL,-865.7203012580337,0.6657372788905588,0.95
10541,SELL,7087.08,7099.236962692521,SL,-862.2574200529616,0.7092704336284724,0.712
10542,SELL,7087.28,7098.85789392877,SL,-858.8083903727966,0.7417656403283513,0.712
10543,SELL,7084.58,7095.695187219572,SL,-855.3731568113095,0.7695535306010064,0.712
10544,SELL,7085.48,7096.085173846745,SL,-851.9516641840742,0.8033358778418246,0.712
10577,BUY,7089.98,7107.536541909683,TP,1755.6541909683801,1.0,0.769
10578,BUY,7089.27,7106.226074630421,TP,1695.6074630420517,1.0,0.95
10583,BUY,7092.27,7109.226634471041,TP,1695.663447104016,1.0,0.95
10629,BUY,7116.18,7131.085427264355,TP,1490.542726435433,1.0,0.712
10646,BUY,7123.88,7120.060681396357,SL,-381.9318603643296,1.0,0.769
10675,BUY,7135.87,7130.41444233275,SL,-545.5557667250105,1.0,0.95
10703,SELL,7090.17,7108.906349387774,SL,-871.3837783291597,0.46507660606381146,0.95
10714,BUY,7089.62,7128.0543309593795,TP,2169.745608039566,0.5645332060892958,0.706
10731,BUY,7103.28,7095.918592911413,SL,-736.140708858693,1.0,0.769
10732,BUY,7103.28,7096.298693417741,SL,-698.1306582259094,1.0,0.769
10733,BUY,7102.88,7095.985929602188,SL,-689.4070397812357,1.0,0.769
10734,BUY,7101.28,7094.6726489163175,SL,-660.7351083682261,1.0,0.769
10735,BUY,7102.77,7096.351745422295,SL,-641.8254577705738,1.0,0.769
10781,BUY,7116.33,7105.710812462048,SL,-862.8722697559945,0.8125595924096682,0.95
10782,BUY,7119.63,7109.023611571903,SL,-859.4207806769207,0.8102859767045874,0.95
10803,BUY,7126.37,7118.1129011402145,SL,-825.7098859785401,1.0,0.606
10804,BUY,7125.87,7117.94555105877,SL,-792.4448941229457,1.0,0.606
10831,SELL,7101.18,7111.557105384227,SL,-849.5104784338716,0.8186391551204155,0.95
10832,SELL,7099.43,7109.553383571068,SL,-846.1124365201152,0.8358000371914309,0.95
10863,BUY,7114.27,7140.744940339203,TP,2106.819966935058,0.7957789290332818,0.807
10888,SELL,7107.03,7129.448809064078,SL,-851.1552666417526,0.3796612318740708,0.95
10890,SELL,7107.53,7131.298437407292,SL,-847.7506455752018,0.35667075249763974,0.95
10892,SELL,7102.23,7125.004060825675,SL,-844.3596429928964,0.3707549784186788,0.95
10921,SELL,7108.98,7117.990242029276,SL,-840.98220442088,0.9333625020153361,0.95
10922,SELL,7112.08,7119.111894078891,SL,-703.1894078891128,1.0,0.712
10923,SELL,7110.83,7117.7719016446845,SL,-694.1901644684549,1.0,0.95
10924,SELL,7112.88,7119.674051527208,SL,-679.4051527207557,1.0,0.95
10928,SELL,7114.33,7120.685526490747,SL,-635.5526490747252,1.0,0.95
10933,BUY,7116.47,7110.130724204704,SL,-633.9275795296089,1.0,0.95
10935,BUY,7114.87,7108.228604033648,SL,-664.139596635232,1.0,0.95
10936,BUY,7117.17,7109.974418031245,SL,-719.5581968755505,1.0,0.95
10956,BUY,7130.47,7119.721142945897,SL,-818.6984246144468,0.7616609100796358,0.95
10997,SELL,7154.43,7161.768418607227,SL,-733.841860722714,1.0,0.565
11014,BUY,7169.93,7163.070753976127,SL,-685.9246023873311,1.0,0.769
11015,BUY,7164.43,7157.417842977832,SL,-701.215702216814,1.0,0.95
11029,SELL,7156.93,7163.455371310472,SL,-652.537131047211,1.0,0.95
11030,SELL,7158.18,7164.480344788296,SL,-630.0344788295661,1.0,0.95
11031,SELL,7159.38,7165.546391589131,SL,-616.6391589131308,1.0,0.95
11032,SELL,7157.88,7163.8952207613365,SL,-601.5220761336423,1.0,0.95
11039,BUY,7163.38,7158.94359139769,SL,-443.64086023097116,1.0,0.804
11043,BUY,7164.43,7160.072388429547,SL,-435.7611570453628,1.0,0.807
11075,BUY,7173.37,7188.626131791268,TP,1525.6131791267762,1.0,0.769
11076,BUY,7173.17,7188.043550949034,TP,1487.3550949034325,1.0,0.769
11088,BUY,7183.97,7177.007530118341,SL,-696.2469881659672,1.0,0.95
11089,BUY,7184.93,7178.057706538459,SL,-687.2293461541631,1.0,0.95
11092,BUY,7184.48,7178.06723260386,SL,-641.2767396139316,1.0,0.95
11099,SELL,7177.18,7164.101282013476,TP,1307.871798652468,1.0,0.807
11100,SELL,7179.18,7166.43547615537,TP,1274.452384462984,1.0,0.807
11102,SELL,7176.98,7165.0933952564155,TP,1188.660474358403,1.0,0.807
11103,SELL,7178.68,7166.892438452387,TP,1178.7561547613223,1.0,0.807
11104,SELL,7179.38,7168.134407134359,TP,1124.5592865640901,1.0,0.807
11106,SELL,7178.18,7167.233034722994,TP,1094.6965277006711,1.0,0.807
11121,SELL,7168.47,7148.488849984516,TP,1998.1150015484673,1.0,0.941
11122,SELL,7169.43,7149.961789271336,TP,1946.8210728664417,1.0,0.8
11123,SELL,7168.67,7149.375232894812,TP,1929.476710518793,1.0,0.807
11140,SELL,7140.97,7154.087717966232,SL,-849.5456612520272,0.6476322051129358,0.95
11141,SELL,7146.73,7108.20231741695,TP,2256.393276285354,0.5856550731857562,0.95
11170,BUY,7140.57,7132.660220997955,SL,-790.977900204507,1.0,0.769
11193,BUY,7152.78,7147.595946276296,SL,-518.4053723703983,1.0,0.769
11202,BUY,7154.38,7150.3793114045675,SL,-400.0688595432621,1.0,0.712
11215,SELL,7143.47,7149.6585606342915,SL,-618.8560634291207,1.0,0.95
11216,SELL,7143.33,7149.496520588985,SL,-616.6520588984895,1.0,0.95
11219,SELL,7142.83,7149.3861507776965,SL,-655.615077769653,1.0,0.95
11280,BUY,7159.77,7149.777287901926,SL,-840.7707503833254,0.8413839427489562,0.712
11307,BUY,7133.97,7158.854479935652,TP,2093.5191684544097,0.8412951260657129,0.95
11377,BUY,7229.78,7222.554475033323,SL,-722.5524966676858,1.0,0.712
11388,SELL,7224.88,7229.0400475296565,SL,-416.0047529656367,1.0,0.95
11392,SELL,7223.88,7228.130566365434,SL,-425.05663654337695,1.0,0.95
11395,SELL,7221.18,7225.5684746008965,SL,-438.84746008961883,1.0,0.95
11396,SELL,7221.28,7225.54786927226,SL,-426.78692722602136,1.0,0.95
11398,SELL,7219.88,7224.079132178633,SL,-419.9132178632681,1.0,0.712
11400,SELL,7220.88,7225.099149684637,SL,-421.9149684637159,1.0,0.95
11401,SELL,7221.68,7225.837781850021,SL,-415.77818500209105,1.0,0.95
11402,SELL,7222.78,7226.855083146447,SL,-407.50831464474686,1.0,0.95
11403,SELL,7222.58,7226.561148635987,SL,-398.1148635986756,1.0,0.95
11405,SELL,7220.13,7224.131500609601,SL,-400.1500609600953,1.0,0.95
11427,BUY,7246.98,7233.587953685689,SL,-826.2112325194538,0.6169417377511501,0.95
11431,BUY,7246.68,7236.028158271907,SL,-822.9063875894007,0.7725484555586947,0.95
11436,SELL,7242.83,7218.086373317531,TP,2049.0369050975582,0.8281069430090151,0.807
11451,SELL,7236.33,7246.187640173861,SL,-827.8109096594226,0.8397658010022382,0.95
11452,SELL,7235.28,7244.644380161442,SL,-824.4996660208031,0.8804636845219559,0.769
11461,BUY,7238.53,7230.103982550031,SL,-821.2016673567454,0.9746023815317422,0.565
11463,BUY,7238.57,7230.525382913037,SL,-804.4617086962717,1.0,0.665
11464,BUY,7234.07,7226.145712704963,SL,-792.4287295036265,1.0,0.665
11474,BUY,7241.28,7235.628873960634,SL,-565.1126039365408,1.0,0.769
11478,BUY,7243.33,7237.803844783155,SL,-552.6155216844927,1.0,0.712
11531,SELL,7203.43,7220.57575075504,SL,-807.0583864319912,0.4707046066179296,0.95
11565,BUY,7214.58,7227.416680577855,TP,1283.6680577855077,1.0,0.712
11566,BUY,7214.58,7227.206917679437,TP,1262.6917679436701,1.0,0.712
11567,BUY,7214.88,7227.151423559477,TP,1227.1423559476716,1.0,0.95
11568,BUY,7214.58,7226.446321876657,TP,1186.6321876656912,1.0,0.712
11589,BUY,7228.37,7247.128415645025,TP,1875.8415645024797,1.0,0.95
11644,BUY,7280.43,7304.2925866017595,TP,2216.464150991075,0.9288448850836961,0.95
11647,BUY,7281.23,7303.672034535009,TP,2240.1064352683197,0.9981743998182548,0.95
11648,BUY,7278.98,7300.876174925365,TP,2189.6174925365813,1.0,0.95
11689,BUY,7314.97,7350.360782316441,TP,2287.3568238315493,0.6463142869743659,0.95
11690,BUY,7313.17,7348.318583579552,TP,2311.7552966190688,0.6577093757951468,0.95
11723,BUY,7354.82,7382.318679524853,TP,2336.4140197830607,0.8496458957861637,0.712
11724,BUY,7352.07,7379.175916701649,TP,2361.3357693273892,0.8711514151387166,0.712
11725,BUY,7354.07,7379.954065508674,TP,2386.5233508668757,0.9220048334629307,0.769
11726,BUY,7353.27,7371.724974193541,TP,1845.4974193540693,1.0,0.769
11727,BUY,7354.58,7372.531047465431,TP,1795.1047465430747,1.0,0.769
11728,BUY,7354.18,7371.4488297893295,TP,1726.8829789329175,1.0,0.712
